Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code
11/03/2025 10:07:07.663,1,139.923,21.4514,23.6355,17.6786,19.917,21.4514,492.239,7651.55,0.367436,11961,15104,0,100,15.445,1023
11/03/2025 10:07:08.657,1,139.947,21.4834,23.6887,17.7328,19.956,21.4834,495.015,7617.96,0.366969,11960,15104,0,100,15.421,1023
11/03/2025 10:07:09.650,1,139.952,21.5148,23.5988,17.7662,20.0244,21.5148,497.242,7576.94,0.366448,11961,15104,0,100,15.394,1023
11/03/2025 10:07:10.643,1,139.942,21.5702,23.5899,17.8015,20.0537,21.5702,500.002,7532.47,0.365666,11960,15104,0,100,15.372,1023
11/03/2025 10:07:11.637,1,139.964,21.619,23.643,17.8346,20.1221,21.619,501.169,7486.97,0.364724,11960,15168,0,100,15.349,1023
11/03/2025 10:07:12.630,1,139.963,21.6116,23.6961,17.8849,20.171,21.6116,502.137,7435.22,0.36414,11961,15104,16,100,15.326,1023
11/03/2025 10:07:13.623,1,139.963,21.6675,23.7489,17.8907,20.2491,21.6675,502.292,7350.69,0.364015,11959,15104,12,100,15.303,1023
11/03/2025 10:07:14.616,1,139.977,21.7225,23.8008,17.8783,20.2687,21.7225,502.311,7252.51,0.363706,11960,15104,14,100,15.293,1023
11/03/2025 10:07:15.610,1,139.983,21.757,23.8541,17.8639,20.3468,21.757,501.964,7144.11,0.363594,11959,15232,0,100,15.274,1023
11/03/2025 10:07:16.603,1,139.955,21.7627,23.9064,17.8439,20.3566,21.7627,502.846,7015.14,0.363641,11960,15168,15,100,15.253,1023
11/03/2025 10:07:17.596,1,139.982,21.8174,23.9587,17.8783,20.4445,21.8174,501.929,6854.59,0.363349,11960,15168,15,100,15.230,1023
11/03/2025 10:07:18.590,1,139.983,21.8726,23.9694,17.9167,20.4445,21.8726,503.931,6742.16,0.363912,11960,15104,0,100,15.210,1023
11/03/2025 10:07:19.583,1,139.987,21.9272,23.9936,17.946,20.5423,21.9272,506.576,6594.37,0.364391,11960,15232,0,100,15.199,1023
11/03/2025 10:07:20.576,1,139.996,21.9822,24.0459,17.9538,20.5423,21.9822,508.776,6418.04,0.36509,11960,15232,0,100,15.185,1023
11/03/2025 10:07:21.569,1,139.979,22.0358,24.0966,17.9749,20.64,22.0358,510.968,6302.98,0.365547,11960,15168,0,100,15.185,1023
11/03/2025 10:07:22.563,1,139.995,22.0271,24.115,17.9762,20.64,22.0271,512.193,6143.88,0.365928,11961,15104,15,100,15.178,1023
11/03/2025 10:07:23.556,1,139.973,22.0746,24.1433,17.9598,20.6693,22.0746,513.452,6021.13,0.367039,11961,15104,0,100,15.177,1023
11/03/2025 10:07:24.549,1,139.986,22.1288,24.1945,17.9726,20.7377,22.1288,513.331,5902.6,0.367671,11961,15104,14,100,15.191,1023
11/03/2025 10:07:25.543,1,139.967,22.1788,24.246,17.9915,20.8061,22.1788,513.24,5780.07,0.369418,11961,15104,0,100,15.193,1023
11/03/2025 10:07:26.536,1,139.975,22.1869,24.2974,17.9783,20.8354,22.1869,513.103,5719.27,0.370743,11960,15104,0,100,15.203,1023
11/03/2025 10:07:27.529,1,139.987,22.2407,24.3481,17.9745,20.894,22.2407,513.24,5646.29,0.372147,11961,15232,0,100,15.207,1023
11/03/2025 10:07:28.522,1,139.985,22.2953,24.3922,18.0507,20.9331,22.2953,513.283,5575.55,0.373573,11961,15104,14,100,15.219,1023
11/03/2025 10:07:29.516,1,139.986,22.3059,24.3805,18.0922,21.0015,22.3059,513.242,5545.23,0.374868,11961,15104,0,100,15.230,1023
11/03/2025 10:07:30.509,1,139.984,22.3311,24.4315,18.1247,21.0308,22.3311,512.251,5552.31,0.376081,11961,15104,0,100,15.237,1023
11/03/2025 10:07:31.502,1,139.967,22.3842,24.4824,18.1696,21.1089,22.3842,510.836,5575.9,0.377877,11961,15104,0,100,15.249,1023
11/03/2025 10:07:32.495,1,139.978,22.4384,24.5326,18.2477,21.1285,22.4384,508.493,5615.07,0.379183,11961,15168,0,100,15.255,1023
11/03/2025 10:07:33.489,1,139.987,22.4917,24.5132,18.3144,21.2164,22.4917,506.164,5667.43,0.379948,11961,15104,0,100,15.253,1023
11/03/2025 10:07:34.482,1,139.981,22.5454,24.564,18.3957,21.2555,22.5454,504.227,5766.59,0.380871,11961,15104,0,100,15.252,1023
11/03/2025 10:07:35.475,1,139.989,22.5984,24.6145,18.4422,21.3239,22.5984,502.194,5873.63,0.382081,11961,15104,0,100,15.247,1023
11/03/2025 10:07:36.469,1,139.974,22.5799,24.6641,18.4253,21.3434,22.5799,501.637,5989.6,0.382687,11960,15168,21,100,15.240,1023
11/03/2025 10:07:37.462,1,139.98,22.6327,24.7151,18.4494,21.4216,22.6327,500.737,6083.45,0.383493,11961,15168,0,100,15.233,1023
11/03/2025 10:07:38.455,1,139.981,22.6856,24.7652,18.5026,21.5095,22.6856,499.944,6201.54,0.383737,11961,15168,0,100,15.226,1023
11/03/2025 10:07:39.448,1,139.975,22.7381,24.8082,18.5702,21.5193,22.7381,499.488,6274.13,0.383752,11961,15104,0,100,15.219,1023
11/03/2025 10:07:40.442,1,139.978,22.7185,24.7942,18.6374,21.5681,22.7185,499.373,6347.39,0.383337,11961,15168,22,100,15.219,1023
11/03/2025 10:07:41.435,1,139.989,22.7713,24.8443,18.7245,21.617,22.7713,498.983,6415.33,0.38255,11961,15104,0,100,15.212,1023
11/03/2025 10:07:42.428,1,139.974,22.8237,24.8939,18.8068,21.6659,22.8237,498.758,6441.04,0.381561,11961,15104,0,100,15.205,1023
11/03/2025 10:07:43.422,1,139.989,22.8759,24.9431,18.8168,21.7147,22.8759,498.953,6466.72,0.381122,11961,15104,0,100,15.199,1023
11/03/2025 10:07:44.415,1,139.982,22.9286,24.993,18.7812,21.7245,22.9286,499.613,6487.66,0.3808,11961,15168,0,100,15.194,1023
11/03/2025 10:07:45.408,1,139.995,22.9804,25.0423,18.8282,21.8026,22.9804,499.933,6455.25,0.380169,11961,15104,13,100,15.189,1023
11/03/2025 10:07:46.401,1,139.98,23.0118,25.0826,18.865,21.8124,23.0118,500.765,6446.01,0.379584,11960,15168,20,100,15.183,1023
11/03/2025 10:07:47.395,1,139.98,23.0341,25.0973,18.9376,21.9101,23.0341,501.452,6424.21,0.378822,11961,15104,0,100,15.176,1023
11/03/2025 10:07:48.388,1,139.978,23.0855,25.1469,18.9567,21.9297,23.0855,501.283,6365.7,0.377953,11961,15104,0,100,15.169,1023
11/03/2025 10:07:49.381,1,139.999,23.1376,25.1951,18.9555,22.0078,23.1376,500.295,6311.69,0.376684,11960,15104,0,100,15.163,1023
11/03/2025 10:07:50.375,1,139.975,23.1373,25.2015,18.9393,22.0469,23.1373,500.371,6266.4,0.376022,11961,15104,0,100,15.156,1023
11/03/2025 10:07:51.368,1,139.987,23.1681,25.2226,18.8851,22.1055,23.1681,500.377,6210.73,0.375352,11962,15104,19,100,15.148,1023
11/03/2025 10:07:52.361,1,139.978,23.2196,25.2712,18.8654,22.1641,23.2196,501.315,6163.54,0.375253,11960,15104,0,100,15.141,1023
11/03/2025 10:07:53.354,1,140.006,23.2711,25.3199,18.9162,22.2032,23.2711,500.482,6079,0.37404,11961,15104,0,100,15.135,1023
11/03/2025 10:07:54.348,1,139.984,23.2776,25.369,18.9649,22.2716,23.2776,500.852,6012.16,0.373305,11961,15104,0,100,15.128,1023
11/03/2025 10:07:55.341,1,139.986,23.2995,25.4179,19.0021,22.3009,23.2995,500.429,5965.72,0.372534,11962,15104,10,100,15.122,1023
11/03/2025 10:07:56.334,1,139.986,23.3506,25.4661,19.049,22.3889,23.3506,499.736,5940.08,0.371603,11960,15168,0,100,15.114,1023
