Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),Laser PID Readout,Det PID Readout,win0Fit0,win0Fit1,win0Fit2,win0Fit3,win0Fit4,win0Fit5,win0Fit6,win0Fit7,win0Fit8,win0Fit9,win1Fit0,win1Fit1,win1Fit2,win1Fit3,win1Fit4,win1Fit5,win1Fit6,win1Fit7,win1Fit8,win1Fit9,Det Bkgd,Ramp Ampl,Init Win0 Chi2,Final Win0 Chi2,Init Win1 Chi2,Final Win1 Chi2,Ref Pos,CO2 (ppm)-Wet,CO2 (ppm),H2O (ppm),N2O (ppm)-Wet,N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),Battery T (degC),FET T (degC),TEC Temp (degC),TEC Sink Temp (degC),TEC Power (W),Wall Code
11/12/2025 09:29:56.763,1,139.924,22.1347,24.2681,17.6792,20.7181,22.1347,108612,30352,-2.96245,0.0352067,-5.60182e-05,4.11678e-08,0.0683016,-2.85938,1.02692,0.0220556,-1.76299,0.913913,-12.3461,0.0995023,-0.00020023,1.46329e-07,0.0514511,-1.82978,0.829784,0.187301,-2.64409,0.927647,2.57342,5.1683,205.511,0.00149937,149.685,0.00012752,550,503.894,507.602,6074.6,0.370652,0.37343,11894,15168,0,100,17.55,19.15,23.907,16.039,9.682,1023
11/12/2025 09:29:57.756,1,139.937,22.1799,24.3209,17.7299,20.7377,22.1799,108663,30648,-2.97584,0.0353333,-5.64207e-05,4.15884e-08,0.0682802,-2.81101,1.02692,0.022086,-1.71972,0.913913,-11.9178,0.0963523,-0.000192518,1.40038e-07,0.0517112,-1.78904,0.829784,0.185764,-2.51597,0.927647,2.57335,5.16768,0.00176347,0.00147487,0.000157874,0.000127349,550,503.609,507.283,6024.61,0.371242,0.374001,11894,15104,0,100,17.55,19.15,23.948,16.029,9.681,1023
11/12/2025 09:29:58.749,1,139.947,22.196,24.3744,17.7549,20.8354,22.196,108649,30930,-2.98091,0.0353712,-5.65509e-05,4.17181e-08,0.0682461,-2.82531,1.02692,0.0221308,-1.73424,0.913913,-12.0124,0.0970025,-0.000194029,1.41193e-07,0.0517947,-1.7952,0.829784,0.184098,-2.45315,0.927647,2.57341,5.16491,0.00198799,0.0014428,0.000542574,0.000128674,550,503.313,506.951,5970.51,0.372023,0.374763,11893,15104,0,100,17.55,19.15,23.993,16.023,9.640,1023
11/12/2025 09:29:59.743,1,139.953,22.2512,24.3641,17.7813,20.8451,22.2512,108697,31189,-2.98819,0.0354432,-5.67931e-05,4.19806e-08,0.0683775,-2.79125,1.02692,0.0221775,-1.70731,0.913913,-11.9894,0.0967444,-0.000193188,1.40335e-07,0.0520547,-1.76886,0.829784,0.184218,-2.36253,0.927647,2.57342,5.16419,0.00158836,0.00141762,0.000159155,0.000128694,550,504.126,507.774,5974.25,0.372904,0.375654,11894,15168,0,100,17.55,19.15,24.033,16.015,9.647,1023
11/12/2025 09:30:00.736,1,139.95,22.3063,24.4093,17.7831,20.9331,22.3063,108722,31464,-2.99983,0.0355513,-5.71341e-05,4.23306e-08,0.0685397,-2.76423,1.02692,0.0222394,-1.68552,0.913913,-12.1196,0.0976532,-0.0001953,1.41961e-07,0.0522556,-1.74506,0.829784,0.184501,-2.29285,0.927647,2.57356,5.16345,0.00153712,0.00140273,0.000166216,0.000131361,550,505.167,508.83,5983.22,0.374042,0.376805,11894,15040,0,100,17.55,19.15,24.074,16.006,9.675,1023
11/12/2025 09:30:01.729,1,139.97,22.3038,24.4628,17.8215,20.9331,22.3038,108715,31741,-3.03848,0.0359257,-5.83439e-05,4.36104e-08,0.0685772,-2.78031,1.02692,0.0222506,-1.70154,0.913913,-11.8812,0.0958753,-0.000190901,1.38334e-07,0.0522978,-1.75416,0.829784,0.18467,-2.26426,0.927647,2.57359,5.16222,0.00154514,0.00142957,0.000211227,0.000135559,550,505.451,509.12,5988.74,0.374226,0.376994,11894,15040,0,100,17.55,19.25,24.115,15.998,9.681,1023
11/12/2025 09:30:02.723,1,139.953,22.3449,24.5146,17.8219,21.021,22.3449,108791,32019,-3.02715,0.0358102,-5.79704e-05,4.32059e-08,0.068687,-2.70968,1.02692,0.0222936,-1.64781,0.913913,-12.1255,0.0976167,-0.000195039,1.41604e-07,0.0525038,-1.70312,0.829784,0.185137,-2.18083,0.927647,2.57357,5.16139,0.00207878,0.00142514,0.000207857,0.000141237,550,506.144,509.829,6003.73,0.375022,0.377803,11894,15168,0,100,17.55,19.25,24.159,15.991,9.714,1023
11/12/2025 09:30:03.716,1,139.965,22.4004,24.5677,17.8422,21.0308,22.4004,108777,32287,-3.03307,0.0358647,-5.81564e-05,4.34052e-08,0.0686949,-2.72303,1.02692,0.0223353,-1.66203,0.913913,-12.1742,0.0979215,-0.000195671,1.4202e-07,0.0526033,-1.71276,0.829784,0.185796,-2.17041,0.927647,2.57369,5.15997,0.00158328,0.00143098,0.000259683,0.000150418,550,506.046,509.743,6024.94,0.37582,0.378617,11894,15040,0,100,17.55,19.35,24.199,15.982,9.721,1023
11/12/2025 09:30:04.709,1,139.964,22.455,24.6192,17.8331,21.1285,22.455,108814,32558,-3.02274,0.0357582,-5.78277e-05,4.30605e-08,0.0687451,-2.70387,1.02692,0.0223754,-1.6533,0.913913,-12.3378,0.0990779,-0.000198413,1.4418e-07,0.0527374,-1.70145,0.829784,0.186313,-2.12403,0.927647,2.57348,5.15821,0.00173255,0.00143046,0.000345922,0.000155888,550,506.261,509.971,6041.52,0.376592,0.379403,11894,15104,11,100,17.55,19.25,24.240,15.975,9.712,1023
11/12/2025 09:30:05.702,1,139.971,22.5103,24.6506,17.8122,21.1382,22.5103,108855,32827,-3.02036,0.0357358,-5.778e-05,4.30208e-08,0.0688236,-2.64596,1.02692,0.0223861,-1.61201,0.913913,-12.3113,0.098824,-0.00019767,1.43473e-07,0.0528912,-1.66649,0.829784,0.18791,-2.08114,0.927647,2.57348,5.15663,0.0020406,0.0014733,0.000318597,0.000163687,550,506.684,510.429,6093.13,0.376868,0.379706,11893,15104,9,100,17.55,19.35,24.280,15.965,9.698,1023
11/12/2025 09:30:06.696,1,139.975,22.5643,24.6543,17.8836,21.2262,22.5643,108829,33102,-3.02895,0.0358183,-5.80316e-05,4.32743e-08,0.0689782,-2.67662,1.02692,0.0224222,-1.64607,0.913913,-12.156,0.0976547,-0.00019474,1.41034e-07,0.0531162,-1.69357,0.829784,0.189835,-2.1047,0.927647,2.57363,5.157,0.00161086,0.00147974,0.000183819,0.000170035,550,507.67,511.463,6155.36,0.377572,0.380445,11894,15104,0,100,17.55,19.35,24.324,15.958,9.683,1023
11/12/2025 09:30:07.689,1,139.982,22.5907,24.7055,17.9255,21.2555,22.5907,108904,33363,-3.01625,0.0356969,-5.76657e-05,4.29003e-08,0.0690922,-2.60698,1.02692,0.0224446,-1.5958,0.913913,-11.8494,0.0953853,-0.000189167,1.36479e-07,0.0532657,-1.65313,0.829784,0.191611,-2.06252,0.927647,2.57365,5.15578,0.00219153,0.00148665,0.000286813,0.00018044,550,508.434,512.269,6212.86,0.377996,0.3809,11894,15104,0,100,17.55,19.35,24.364,15.949,9.688,1023
11/12/2025 09:30:08.682,1,139.973,22.602,24.7575,17.9503,21.3239,22.602,108914,33631,-3.01593,0.0356955,-5.76789e-05,4.29197e-08,0.0692389,-2.59219,1.02692,0.0224788,-1.59211,0.913913,-11.5597,0.0932134,-0.000183766,1.32009e-07,0.0534133,-1.65062,0.829784,0.193072,-2.07406,0.927647,2.57356,5.15456,0.00165803,0.00152508,0.000268077,0.000185126,550,509.481,513.357,6260.18,0.378591,0.381522,11894,15104,15,100,17.55,19.45,24.404,15.942,9.694,1023
11/12/2025 09:30:09.675,1,139.971,22.6566,24.7806,17.897,21.3532,22.6566,108907,33907,-3.01449,0.0356823,-5.765e-05,4.28927e-08,0.0694094,-2.60801,1.02692,0.0224954,-1.6135,0.913913,-10.9338,0.0886282,-0.000172603,1.22963e-07,0.0535159,-1.67132,0.829784,0.19531,-2.10842,0.927647,2.57348,5.15355,0.00164224,0.00152481,0.000260161,0.000192526,550,510.581,514.512,6332.55,0.378967,0.381936,11894,15104,0,100,17.55,19.45,24.448,15.934,9.685,1023
11/12/2025 09:30:10.669,1,139.973,22.7118,24.7901,17.879,21.4216,22.7118,108972,34171,-3.00576,0.035597,-5.73973e-05,4.26298e-08,0.0695591,-2.53518,1.02692,0.0224804,-1.56414,0.913913,-10.2383,0.0835343,-0.000160209,1.12921e-07,0.0536627,-1.6273,0.829784,0.196503,-2.08629,0.927647,2.57361,5.15175,0.00240232,0.00153942,0.000398532,0.000197905,550,511.525,515.49,6371.07,0.378812,0.381798,11894,15104,0,100,17.55,19.45,24.488,15.925,9.733,1023
11/12/2025 09:30:11.662,1,139.975,22.7288,24.8417,17.8836,21.4607,22.7288,108947,34431,-3.00097,0.0355503,-5.72479e-05,4.24629e-08,0.0697071,-2.56131,1.02692,0.0224554,-1.58801,0.913913,-9.85894,0.0807542,-0.000153438,1.07432e-07,0.0538002,-1.64892,0.829784,0.198073,-2.14943,0.927647,2.57368,5.15121,0.00168218,0.00157501,0.000230162,0.000204422,550,512.565,516.572,6421.9,0.378422,0.381428,11894,15104,0,100,17.55,19.45,24.488,15.925,9.733,1023
11/12/2025 09:30:12.655,1,139.984,22.747,24.8927,17.8953,21.5193,22.747,109008,34703,-2.98337,0.0353783,-5.67119e-05,4.19006e-08,0.0697822,-2.51459,1.02692,0.0224105,-1.55371,0.913913,-9.016,0.0746102,-0.000138553,9.54287e-08,0.0538567,-1.62178,0.829784,0.199284,-2.15133,0.927647,2.57365,5.14993,0.00197577,0.00158554,0.000314069,0.000208112,550,513.066,517.102,6461.08,0.377698,0.380716,11893,15104,14,100,17.55,19.45,24.527,15.917,9.731,1023
11/12/2025 09:30:13.649,1,139.98,22.8012,24.9437,17.9126,21.5681,22.8012,109025,34963,-2.96998,0.0352418,-5.62746e-05,4.14225e-08,0.0697767,-2.48827,1.02692,0.0223561,-1.53614,0.913913,-8.73374,0.0725362,-0.000133503,9.13335e-08,0.0539433,-1.60634,0.829784,0.19951,-2.16679,0.927647,2.57369,5.14831,0.00184286,0.00158758,0.000364411,0.000208312,550,512.871,516.909,6468.24,0.376877,0.379891,11894,15104,0,100,17.55,19.55,24.567,15.909,9.768,1023
11/12/2025 09:30:14.642,1,139.996,22.8555,24.9961,17.9304,21.617,22.8555,109019,35228,-2.95703,0.0351145,-5.58824e-05,4.10083e-08,0.0696796,-2.50816,1.02692,0.0223084,-1.54912,0.913913,-8.56147,0.0713057,-0.000130599,8.90483e-08,0.0539685,-1.62108,0.829784,0.199038,-2.22118,0.927647,2.57355,5.14671,0.00180094,0.0015878,0.000366658,0.000210164,550,512.002,516.023,6452.75,0.376167,0.379168,11894,15104,0,100,17.55,19.55,24.610,15.902,9.777,1023
11/12/2025 09:30:15.635,1,139.97,22.9097,25.047,17.9837,21.6756,22.9097,109085,35491,-2.93142,0.0348661,-5.51029e-05,4.0189e-08,0.0697446,-2.43616,1.02692,0.0222716,-1.49038,0.913913,-8.23989,0.0689842,-0.000125036,8.46082e-08,0.0540912,-1.57353,0.829784,0.199254,-2.21059,0.927647,2.57376,5.14553,0.00230667,0.0015791,0.000318166,0.000210367,550,512.325,516.353,6459.58,0.375642,0.378642,11894,15104,0,100,17.55,19.55,24.650,15.894,9.776,1023
11/12/2025 09:30:16.628,1,139.981,22.9638,25.0716,18.0208,21.7147,22.9638,109066,35752,-2.92159,0.0347649,-5.47801e-05,3.98341e-08,0.0697512,-2.46314,1.02692,0.0222507,-1.51103,0.913913,-8.16388,0.068448,-0.000123796,8.36481e-08,0.0541771,-1.59212,0.829784,0.198261,-2.27533,0.927647,2.57367,5.14395,0.00184574,0.00159339,0.000357281,0.000208339,550,512.22,516.227,6427.2,0.375384,0.378366,11893,15104,11,100,17.55,19.55,24.690,15.887,9.787,1023
11/12/2025 09:30:17.622,1,139.979,23.0118,25.1051,18.0692,21.7147,23.0118,109114,36014,-2.90748,0.0346222,-5.43303e-05,3.93478e-08,0.0698146,-2.4211,1.02692,0.0222289,-1.47695,0.913913,-8.22191,0.0688851,-0.000124918,8.45994e-08,0.0542483,-1.56618,0.829784,0.19766,-2.28444,0.927647,2.57369,5.14206,0.00208049,0.00159981,0.000441176,0.000209016,550,512.55,516.547,6407.53,0.3751,0.37807,11894,15104,0,100,17.55,19.55,24.733,15.879,9.744,1023
11/12/2025 09:30:18.615,1,139.981,23.0197,25.156,18.0965,21.7831,23.0197,109134,36278,-2.91215,0.0346653,-5.44725e-05,3.94897e-08,0.0699348,-2.39591,1.02692,0.0221961,-1.45813,0.913913,-8.39916,0.0702176,-0.000128263,8.7387e-08,0.0543512,-1.54955,0.829784,0.196239,-2.30391,0.927647,2.57384,5.14099,0.00178553,0.00161906,0.000288743,0.000210332,550,513.409,517.386,6361.46,0.37456,0.377504,11894,15104,0,100,17.55,19.65,24.772,15.872,9.722,1023
11/12/2025 09:30:19.608,1,139.969,23.0734,25.206,18.1654,21.8124,23.0734,109131,36534,-2.90947,0.0346372,-5.43556e-05,3.93388e-08,0.0700911,-2.41201,1.02692,0.0221676,-1.46573,0.913913,-8.66993,0.0722317,-0.000133241,9.14849e-08,0.054449,-1.56566,0.829784,0.194634,-2.36584,0.927647,2.57372,5.14191,0.00172182,0.00163395,0.000251497,0.000212313,550,514.404,518.357,6309.23,0.374174,0.37709,11894,15104,0,100,17.55,19.65,24.811,15.865,9.772,1023
11/12/2025 09:30:20.602,1,139.976,23.1262,25.1858,18.2792,21.9003,23.1262,109191,36802,-2.87967,0.0343414,-5.34031e-05,3.83167e-08,0.0702326,-2.34827,1.02692,0.0221363,-1.407,0.913913,-8.71909,0.0726335,-0.000134336,9.24641e-08,0.0544799,-1.52106,0.829784,0.193057,-2.35464,0.927647,2.57369,5.14088,0.00223757,0.00164795,0.000295942,0.000207236,550,515.291,519.221,6257.95,0.373737,0.376626,11893,15104,0,100,17.55,19.75,24.850,15.856,9.770,1023
