Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),Laser PID Readout,Det PID Readout,win0Fit0,win0Fit1,win0Fit2,win0Fit3,win0Fit4,win0Fit5,win0Fit6,win0Fit7,win0Fit8,win0Fit9,win1Fit0,win1Fit1,win1Fit2,win1Fit3,win1Fit4,win1Fit5,win1Fit6,win1Fit7,win1Fit8,win1Fit9,Det Bkgd,Ramp Ampl,Init Win0 Chi2,Final Win0 Chi2,Init Win1 Chi2,Final Win1 Chi2,Ref Pos,CO2 (ppm)-Wet,CO2 (ppm),H2O (ppm),N2O (ppm)-Wet,N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),Battery T (degC),FET T (degC),TEC Temp (degC),TEC Sink Temp (degC),TEC Power (W),Wall Code
11/06/2025 09:41:31.763,1,139.949,21.7605,23.9457,16.5722,20.3468,21.7605,108613,28176,-2.79567,0.033448,-5.1213e-05,3.6264e-08,0.0711247,-2.77441,1.02692,0.0217235,-1.7041,0.913913,-8.05618,0.0674438,-0.000121642,8.19685e-08,0.0536796,-1.84101,0.829784,0.262269,-2.87526,0.927647,2.57346,5.08344,226.872,0.00177947,166.159,0.000253203,550,525.819,531.312,8507.74,0.364433,0.368262,11849,14912,9,100,17.35,18.85,23.574,15.840,9.650,1023
11/06/2025 09:41:32.756,1,139.941,21.8158,23.9991,16.5752,20.4348,21.8158,108672,28458,-2.80322,0.0335202,-5.14793e-05,3.65573e-08,0.0714833,-2.71655,1.02692,0.0217286,-1.65611,0.913913,-8.0723,0.0676611,-0.000122443,8.28235e-08,0.0538338,-1.7992,0.829784,0.256173,-2.85905,0.927647,2.57362,5.08068,0.00287684,0.00182551,0.000707537,0.000235556,550,528.307,533.702,8309.75,0.364613,0.368354,11849,14912,0,100,17.35,18.95,23.619,15.832,9.606,1023
11/06/2025 09:41:33.749,1,139.931,21.8719,23.9838,16.5768,20.4445,21.8719,108657,28742,-2.82777,0.033757,-5.22208e-05,3.732e-08,0.0720531,-2.73178,1.02692,0.0217501,-1.66264,0.913913,-8.47126,0.0707171,-0.000130217,8.93942e-08,0.0541675,-1.80733,0.829784,0.25034,-2.88102,0.927647,2.57351,5.08113,0.00193449,0.0018319,0.000230699,0.000222538,550,532.35,537.672,8120.27,0.36507,0.36873,11849,14912,8,100,17.25,18.95,23.660,15.822,9.615,1023
11/06/2025 09:41:34.743,1,139.967,21.9273,24.0363,16.5768,20.5032,21.9273,108688,29029,-2.84062,0.0338786,-5.26144e-05,3.77277e-08,0.0725586,-2.7217,1.02692,0.0217984,-1.65244,0.913913,-9.05282,0.0750391,-0.000140919,9.82047e-08,0.0544373,-1.79805,0.829784,0.244069,-2.88006,0.927647,2.57352,5.07998,0.00208446,0.00186172,0.000303923,0.000204861,550,535.92,541.149,7916.62,0.365976,0.369553,11849,14912,0,100,17.25,18.95,23.701,15.814,9.660,1023
11/06/2025 09:41:35.736,1,139.953,21.9833,24.0899,16.5784,20.5423,21.9833,108737,29305,-2.8552,0.0340151,-5.3062e-05,3.81951e-08,0.0730357,-2.66453,1.02692,0.0218419,-1.59889,0.913913,-9.43578,0.0779598,-0.000148342,1.04461e-07,0.054649,-1.75149,0.829784,0.237005,-2.82789,0.927647,2.57339,5.07812,0.00268978,0.00188178,0.000446421,0.000191904,550,539.275,544.391,7687.26,0.366802,0.370284,11851,14912,11,100,17.25,18.95,23.741,15.805,9.673,1023
11/06/2025 09:41:36.729,1,139.944,22.0382,24.1368,16.5787,20.6204,22.0382,108713,29583,-2.88041,0.0342558,-5.38111e-05,3.89637e-08,0.0736356,-2.69472,1.02692,0.0218878,-1.61908,0.913913,-10.1441,0.0832166,-0.000161319,1.15121e-07,0.0550179,-1.76676,0.829784,0.231678,-2.82,0.927647,2.57352,5.07856,0.00208715,0.00188573,0.000196054,0.000186274,550,543.538,548.585,7514.26,0.367666,0.371077,11849,14848,0,100,17.35,19.05,23.786,15.797,9.635,1023
11/06/2025 09:41:37.723,1,139.964,22.0233,24.138,16.5787,20.64,22.0233,108771,29861,-2.8816,0.0342645,-5.38487e-05,3.90028e-08,0.0742644,-2.65485,1.02692,0.0219175,-1.58192,0.913913,-10.7231,0.0875126,-0.000171944,1.2386e-07,0.0554786,-1.72926,0.829784,0.226617,-2.75062,0.927647,2.57356,5.0773,0.00237951,0.00187411,0.000327315,0.000179285,550,548.225,553.213,7350.15,0.368139,0.37148,11849,14912,0,100,17.25,19.05,23.827,15.787,9.622,1023
11/06/2025 09:41:38.716,1,139.953,22.0791,24.1905,16.5801,20.6595,22.0791,108799,30140,-2.88357,0.0342736,-5.38674e-05,3.89997e-08,0.0748129,-2.63186,1.02692,0.0219564,-1.55798,0.913913,-11.1753,0.0908694,-0.00018025,1.30687e-07,0.0559718,-1.7026,0.829784,0.221333,-2.66711,0.927647,2.5736,5.07585,0.0022134,0.00185301,0.000330136,0.000177037,550,552.102,557.015,7178.57,0.36889,0.372159,11849,14848,14,100,17.25,19.15,23.867,15.778,9.658,1023
11/06/2025 09:41:39.709,1,139.979,22.1343,24.2429,16.581,20.7377,22.1343,108781,30417,-2.88922,0.0343222,-5.40203e-05,3.9151e-08,0.0752427,-2.66399,1.02692,0.021992,-1.57825,0.913913,-12.0795,0.0974933,-0.000196414,1.4381e-07,0.0564516,-1.71661,0.829784,0.216781,-2.63097,0.927647,2.57357,5.07477,0.00215086,0.00183619,0.000272739,0.000172352,550,555.103,559.945,7030.72,0.369583,0.372792,11851,14848,0,100,17.25,19.15,23.907,15.770,9.700,1023
11/06/2025 09:41:40.702,1,139.966,22.179,24.2956,16.5812,20.7474,22.179,108853,30686,-2.87507,0.0341855,-5.35881e-05,3.87019e-08,0.0756876,-2.59217,1.02692,0.0220525,-1.51519,0.913913,-12.4215,0.0999933,-0.000202493,1.48726e-07,0.0570048,-1.65731,0.829784,0.214444,-2.5014,0.927647,2.57376,5.07467,0.00255464,0.00180364,0.000216913,0.000172295,550,558.246,563.068,6954.75,0.370677,0.373861,11850,14976,11,100,17.25,19.15,23.948,15.761,9.685,1023
