Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code
11/12/2025 09:29:56.763,1,139.924,22.1347,24.2681,17.6792,20.7181,22.1347,507.602,6074.6,0.37343,11894,15168,0,100,16.039,1023
11/12/2025 09:29:57.756,1,139.937,22.1799,24.3209,17.7299,20.7377,22.1799,507.283,6024.61,0.374001,11894,15104,0,100,16.029,1023
11/12/2025 09:29:58.749,1,139.947,22.196,24.3744,17.7549,20.8354,22.196,506.951,5970.51,0.374763,11893,15104,0,100,16.023,1023
11/12/2025 09:29:59.743,1,139.953,22.2512,24.3641,17.7813,20.8451,22.2512,507.774,5974.25,0.375654,11894,15168,0,100,16.015,1023
11/12/2025 09:30:00.736,1,139.95,22.3063,24.4093,17.7831,20.9331,22.3063,508.83,5983.22,0.376805,11894,15040,0,100,16.006,1023
11/12/2025 09:30:01.729,1,139.97,22.3038,24.4628,17.8215,20.9331,22.3038,509.12,5988.74,0.376994,11894,15040,0,100,15.998,1023
11/12/2025 09:30:02.723,1,139.953,22.3449,24.5146,17.8219,21.021,22.3449,509.829,6003.73,0.377803,11894,15168,0,100,15.991,1023
11/12/2025 09:30:03.716,1,139.965,22.4004,24.5677,17.8422,21.0308,22.4004,509.743,6024.94,0.378617,11894,15040,0,100,15.982,1023
11/12/2025 09:30:04.709,1,139.964,22.455,24.6192,17.8331,21.1285,22.455,509.971,6041.52,0.379403,11894,15104,11,100,15.975,1023
11/12/2025 09:30:05.702,1,139.971,22.5103,24.6506,17.8122,21.1382,22.5103,510.429,6093.13,0.379706,11893,15104,9,100,15.965,1023
11/12/2025 09:30:06.696,1,139.975,22.5643,24.6543,17.8836,21.2262,22.5643,511.463,6155.36,0.380445,11894,15104,0,100,15.958,1023
11/12/2025 09:30:07.689,1,139.982,22.5907,24.7055,17.9255,21.2555,22.5907,512.269,6212.86,0.3809,11894,15104,0,100,15.949,1023
11/12/2025 09:30:08.682,1,139.973,22.602,24.7575,17.9503,21.3239,22.602,513.357,6260.18,0.381522,11894,15104,15,100,15.942,1023
11/12/2025 09:30:09.675,1,139.971,22.6566,24.7806,17.897,21.3532,22.6566,514.512,6332.55,0.381936,11894,15104,0,100,15.934,1023
