Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),Laser PID Readout,Det PID Readout,win0Fit0,win0Fit1,win0Fit2,win0Fit3,win0Fit4,win0Fit5,win0Fit6,win0Fit7,win0Fit8,win0Fit9,win1Fit0,win1Fit1,win1Fit2,win1Fit3,win1Fit4,win1Fit5,win1Fit6,Det Bkgd,Ramp Ampl,Init Win0 Chi2,Final Win0 Chi2,Init Win1 Chi2,Final Win1 Chi2,Ref Pos,CH4 (ppm)-Wet,CH4 (ppm),H2O (ppm),C2H6 (ppb)-Wet,C2H6 (ppb),R,C2/C1,Battery Charge (V),Power Input (mV),Current (mA),SOC (%),Battery T (degC),FET T (degC),TEC Temp (degC),TEC Sink Temp (degC),TEC Power (W),Wall Code,GPS Time,Latitude,Longitude,Alt. (m)
10/30/2025 05:06:22.473,0,239.998,29.0503,30.6415,18.9405,28.0752,29.0503,94313,70744,-1.04021,0.0198982,-6.86093e-06,-6.34989e-09,0.0445961,1.15284,1.125,0.415617,2.73275,1.0526,-8.48062,0.0727473,-0.000132105,9.22543e-08,0.00119019,5.17465,1.00168,2.58197,5.99958,0.0225699,0.000500038,0.00130492,8.48511e-05,440,2.10225,2.09627,12710.2,5.27478,5.25409,0.901984,0.0942254,12145,15040,0,100,17.45,26.55,30.485,15.363,10.840,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:23.466,0,239.989,29.092,30.6794,18.9343,28.1632,29.092,94302,70917,-1.03971,0.0198877,-6.71367e-06,-6.65474e-09,0.044597,1.14568,1.125,0.415753,2.73251,1.0526,-8.27777,0.0712377,-0.000128326,8.9131e-08,0.00138948,5.17441,1.00168,2.58213,6.00357,0.0226844,0.000499004,0.00128345,9.0367e-05,440,2.10284,2.09689,12714.2,6.15919,6.13503,0.871723,0.0890102,12144,15040,0,100,17.45,26.55,30.516,15.361,10.857,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:24.459,0,240.001,29.1192,30.7184,18.9409,28.1632,29.1192,94256,71093,-1.03434,0.0197814,-6.70668e-06,-6.59684e-09,0.0447309,1.11624,1.125,0.415467,2.70818,1.0526,-8.12758,0.0701439,-0.000126079,8.75122e-08,0.00113192,5.15008,1.00168,2.58213,5.96864,0.0456806,0.000493754,0.0849748,9.78422e-05,440,2.10952,2.10361,12705.3,5.01812,4.99839,0.867535,0.0898948,12144,15040,0,100,17.45,26.55,30.547,15.360,10.859,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:25.452,0,239.985,29.1006,30.7568,18.9494,28.212,29.1006,94273,71261,-1.03437,0.0197835,-6.52535e-06,-6.97123e-09,0.0446516,1.11895,1.125,0.415891,2.71357,1.0526,-7.65262,0.0667233,-0.000117756,8.08097e-08,0.00129873,5.15547,1.00168,2.58202,5.97898,0.0235159,0.000490822,0.00794842,9.30837e-05,440,2.10553,2.09962,12718.4,5.75713,5.73461,0.86261,0.088494,12146,15040,0,100,17.45,26.55,30.578,15.357,10.895,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:26.446,0,239.992,29.1428,30.795,18.9543,28.2609,29.1428,94191,71435,-1.04038,0.0198952,-6.46949e-06,-7.23836e-09,0.0447377,1.08288,1.125,0.416193,2.6806,1.0526,-7.38614,0.0648748,-0.000113059,7.69819e-08,0.00123574,5.1225,1.00168,2.58195,6.01633,0.0492894,0.000491339,0.0977373,9.46694e-05,440,2.11016,2.10432,12727.4,5.479,5.4577,0.862439,0.0887023,12144,15040,0,100,17.45,26.65,30.612,15.356,10.872,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:27.439,0,239.994,29.1847,30.777,18.9613,28.2609,29.1847,94208,71606,-1.03701,0.0198322,-6.30241e-06,-7.53691e-09,0.0447771,1.08188,1.125,0.416488,2.68672,1.0526,-7.27693,0.0640645,-0.000111193,7.55124e-08,0.00122157,5.12862,1.00168,2.58202,6.00462,0.0227176,0.000488846,0.00948015,9.72526e-05,440,2.11258,2.10679,12736.2,5.41722,5.39626,0.85814,0.0886323,12144,15040,0,100,17.45,26.65,30.643,15.354,10.861,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:28.432,0,240,29.2249,30.791,18.9688,28.3293,29.2249,94161,71777,-1.03363,0.0197579,-6.25454e-06,-7.60285e-09,0.0449125,1.05895,1.125,0.416333,2.66597,1.0526,-7.23439,0.0637045,-0.000110476,7.49756e-08,0.00120673,5.10787,1.00168,2.58206,5.98105,0.030059,0.000476664,0.0386182,9.11027e-05,440,2.11951,2.11378,12731.2,5.35242,5.33166,0.830432,0.0852986,12145,14976,0,100,17.45,26.65,30.674,15.352,10.880,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:29.426,0,240.004,29.2661,30.8289,18.9799,28.3586,29.2661,94162,71945,-1.03519,0.0197886,-6.20555e-06,-7.75877e-09,0.0450416,1.0501,1.125,0.416895,2.65993,1.0526,-7.00876,0.0620841,-0.000106459,7.17032e-08,0.00122168,5.10183,1.00168,2.58188,5.99283,0.0218271,0.000467633,0.0101366,9.45121e-05,440,2.12616,2.12055,12748.2,5.41974,5.39891,0.776673,0.077236,12144,15040,0,100,17.45,26.65,30.704,15.350,10.886,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:30.419,0,239.998,29.3072,30.8668,18.989,28.4563,29.3072,94112,72123,-1.03479,0.0197775,-6.15953e-06,-7.85695e-09,0.0450274,1.01662,1.125,0.416688,2.64021,1.0526,-6.7582,0.0602239,-0.00010189,6.79642e-08,0.00133804,5.08211,1.00168,2.58197,5.99064,0.0179748,0.000468956,0.00035048,8.78692e-05,440,2.12604,2.12041,12741.7,5.93708,5.91415,0.757911,0.0731277,12145,15168,0,100,17.45,26.65,30.735,15.347,10.738,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:31.412,0,239.987,29.3478,30.9052,18.9842,28.4563,29.3478,94109,72292,-1.03635,0.0198045,-6.14609e-06,-7.92196e-09,0.0449681,1.00493,1.125,0.417101,2.63118,1.0526,-6.64325,0.0594333,-9.99859e-05,6.64715e-08,0.00121344,5.07308,1.00168,2.58178,5.99948,0.0192285,0.000453004,0.00546281,9.03636e-05,440,2.12379,2.11817,12754.1,5.38521,5.36459,0.725025,0.0689525,12145,15168,0,100,17.45,26.65,30.768,15.348,10.889,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:32.405,0,239.983,29.3894,30.9432,18.9816,28.554,29.3894,94075,72459,-1.03756,0.0198216,-6.00911e-06,-8.27291e-09,0.0451666,0.978314,1.125,0.417341,2.61225,1.0526,-6.31926,0.0570589,-9.40693e-05,6.1612e-08,0.00119531,5.05415,1.00168,2.5819,6.01018,0.0193387,0.000454631,0.00851065,8.61124e-05,440,2.13373,2.12824,12761.2,5.30577,5.28554,0.643897,-1,12144,15040,0,100,17.45,26.65,30.799,15.346,10.906,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:33.399,0,239.991,29.3831,30.982,18.9803,28.554,29.3831,94068,72634,-1.03592,0.0197961,-5.99088e-06,-8.25298e-09,0.0451199,0.966475,1.125,0.417469,2.60129,1.0526,-6.13382,0.0557079,-9.08621e-05,5.90559e-08,0.00127157,5.04319,1.00168,2.58176,6.00406,0.0170903,0.0004669,0.00258587,8.45503e-05,440,2.13143,2.12593,12765.2,5.64412,5.62263,0.609108,-1,12144,15168,0,100,17.45,26.65,30.830,15.344,10.738,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:34.392,0,240.009,29.4122,31.0195,18.9799,28.6126,29.4122,94024,72798,-1.03039,0.0196908,-5.61211e-06,-8.95143e-09,0.0451035,0.946863,1.125,0.417243,2.58499,1.0526,-5.95563,0.0543717,-8.77006e-05,5.65197e-08,0.00127396,5.02689,1.00168,2.58186,5.98975,0.00440756,0.000468661,0.0141079,8.44565e-05,440,2.13105,2.12553,12758.1,5.6555,5.63387,0.543442,-1,12144,14976,0,100,17.45,26.75,30.860,15.342,10.918,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:35.385,0,239.986,29.4533,31.0575,18.9805,28.6517,29.4533,94024,72970,-1.02914,0.0196668,-5.43453e-06,-9.28548e-09,0.0451865,0.927516,1.125,0.417438,2.57251,1.0526,-5.9673,0.0544377,-8.77907e-05,5.65438e-08,0.00115081,5.01441,1.00168,2.58203,5.9917,0.000556923,0.000478862,0.000373954,8.25033e-05,440,2.13553,2.13007,12763.9,5.10979,5.09035,0.42709,-1,12144,14976,0,100,17.45,26.75,30.893,15.341,10.766,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:36.378,0,239.986,29.4938,31.0462,18.9824,28.6517,29.4938,93972,73137,-1.02414,0.0195756,-5.10123e-06,-9.88124e-09,0.0451774,0.886542,1.125,0.417075,2.54898,1.0526,-5.73051,0.0527292,-8.38165e-05,5.34305e-08,0.00101829,4.99088,1.00168,2.58187,5.9805,0.00288515,0.0004752,0.00867935,8.31466e-05,440,2.13566,2.13016,12752.6,4.5222,4.5049,0.265963,-1,12144,14976,0,100,17.45,26.75,30.893,15.341,10.766,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:37.372,0,240,29.5335,31.0518,18.992,28.7103,29.5335,93971,73299,-1.029,0.0196691,-5.38918e-06,-9.36502e-09,0.0451754,0.880235,1.125,0.417285,2.5375,1.0526,-5.41748,0.050426,-7.80077e-05,4.86218e-08,0.00107538,4.9794,1.00168,2.5819,5.99517,0.00508368,0.000493519,0.015706,8.1041e-05,440,2.1361,2.13063,12758.8,4.77665,4.75843,0.164499,-1,12144,14976,0,100,17.45,26.75,30.924,15.340,10.911,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:38.365,0,239.982,29.5738,31.0906,19.0028,28.7494,29.5738,93931,73467,-1.02561,0.0196031,-4.92838e-06,-1.02606e-08,0.0451952,0.847134,1.125,0.417466,2.51634,1.0526,-5.38068,0.0502078,-7.75598e-05,4.83324e-08,0.000824898,4.95824,1.00168,2.58195,5.99816,0.000702113,0.000489523,0.000693641,8.07224e-05,440,2.13758,2.13214,12764.1,3.66472,3.65083,-0.042055,-1,12144,15104,0,100,17.45,26.75,30.955,15.340,10.888,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:39.358,0,240.002,29.6144,31.1278,19.0109,28.7689,29.6144,93917,73634,-1.02699,0.0196247,-5.08742e-06,-9.97944e-09,0.0451555,0.834125,1.125,0.417308,2.49826,1.0526,-5.22164,0.0490204,-7.46446e-05,4.5943e-08,0.000854383,4.94016,1.00168,2.58178,5.99534,0.000654883,0.000496836,0.00193313,7.92324e-05,440,2.13625,2.13079,12759.1,3.79642,3.78199,-0.235182,-1,12144,15168,0,100,17.45,26.85,30.988,15.340,10.868,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:40.352,0,240.01,29.6549,31.165,19.0106,28.8471,29.6549,93909,73800,-1.02382,0.0195748,-4.71073e-06,-1.06586e-08,0.0451168,0.819977,1.125,0.417173,2.49313,1.0526,-5.41614,0.0504495,-7.80598e-05,4.86757e-08,0.000633555,4.93503,1.00168,2.58186,6.00153,0.0013695,0.000490223,0.00226773,7.62007e-05,440,2.13498,2.12948,12754.7,2.81571,2.805,-0.34736,-1,12145,14976,0,100,17.45,26.85,31.018,15.339,10.948,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:41.345,0,239.999,29.6281,31.2035,19.0072,28.8471,29.6281,93862,73969,-1.01765,0.0194564,-4.5743e-06,-1.08237e-08,0.0450893,0.788273,1.125,0.416944,2.46088,1.0526,-5.10624,0.048157,-7.27825e-05,4.45372e-08,0.000562286,4.90278,1.00168,2.58188,5.97082,0.0200811,0.000492293,0.0724642,8.14004e-05,440,2.13331,2.12778,12747.9,2.49866,2.48913,-0.405718,-1,12144,14976,0,100,17.45,26.85,31.049,15.338,10.893,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:42.338,0,239.98,29.6611,31.2415,19.0003,28.935,29.6611,93879,74138,-1.02557,0.0196146,-4.76949e-06,-1.05279e-08,0.0449151,0.787274,1.125,0.417108,2.45853,1.0526,-4.96802,0.047245,-7.03018e-05,4.24672e-08,0.000448667,4.90043,1.00168,2.58191,6.01285,0.0373193,0.00048674,0.115974,7.37385e-05,440,2.12552,2.11992,12752.7,1.99407,1.98649,-0.391762,-1,12144,15104,0,100,17.45,26.85,31.079,15.336,10.918,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:43.331,0,240.014,29.7012,31.2791,18.9947,28.9448,29.7012,93814,74300,-1.0211,0.019527,-4.45393e-06,-1.11118e-08,0.0450414,0.757548,1.125,0.416829,2.42493,1.0526,-4.54284,0.0441612,-6.30003e-05,3.66755e-08,0.000432755,4.86683,1.00168,2.58198,6.00081,0.0034555,0.0004805,0.0130879,7.00467e-05,440,2.13204,2.12648,12744,1.9237,1.91636,-0.413009,-1,12144,15040,0,100,17.45,26.85,31.112,15.334,10.956,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:44.325,0,239.978,29.7413,31.3164,18.9891,29.0132,29.7413,93822,74467,-1.01527,0.0194342,-4.00935e-06,-1.18224e-08,0.0447831,0.752693,1.125,0.41699,2.4186,1.0526,-4.43679,0.0433876,-6.11385e-05,3.5179e-08,0.000296899,4.8605,1.00168,2.58189,5.99934,0.000510098,0.000473189,0.00123577,6.92862e-05,440,2.12035,2.11468,12748.7,1.32004,1.31502,-0.363907,-1,12144,15168,0,100,17.45,26.85,31.142,15.334,10.913,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:45.318,0,240.01,29.7816,31.3542,18.9868,29.0425,29.7816,93774,74631,-1.02342,0.0195778,-4.4771e-06,-1.10725e-08,0.0449055,0.728057,1.125,0.416614,2.39006,1.0526,-4.07404,0.0408194,-5.4879e-05,3.0165e-08,0.000366005,4.83196,1.00168,2.58179,6.01714,0.0072436,0.000465674,0.0196582,7.12249e-05,440,2.12669,2.12105,12737,1.62759,1.62136,-0.371918,-1,12144,15040,0,100,17.45,26.85,31.172,15.334,10.834,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:46.311,0,239.989,29.8217,31.3913,18.9861,29.0425,29.8217,93764,74798,-1.01179,0.0193637,-4.07573e-06,-1.1637e-08,0.0447806,0.709653,1.125,0.416514,2.37464,1.0526,-4.15628,0.0413223,-5.63966e-05,3.14687e-08,0.000178765,4.81654,1.00168,2.58161,5.97204,0.0425833,0.000459722,0.151544,6.93387e-05,440,2.12132,2.11562,12733.8,0.795099,0.792056,-0.328533,-1,12144,15040,0,100,17.45,26.95,31.202,15.332,11.002,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:47.305,0,239.998,29.8624,31.4289,18.985,29.1207,29.8624,93760,74962,-1.01826,0.0194972,-3.93273e-06,-1.20043e-08,0.0445944,0.712145,1.125,0.416526,2.37181,1.0526,-4.06098,0.0407451,-5.46563e-05,2.99784e-08,0.000197183,4.81371,1.00168,2.58179,6.02498,0.058528,0.000441394,0.185729,6.93895e-05,440,2.11305,2.10726,12733.9,0.877182,0.873824,-0.252548,-1,12144,14976,0,100,17.45,26.85,31.236,15.329,11.023,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:48.298,0,240,29.9015,31.4658,18.9819,29.1402,29.9015,93708,75125,-1.01694,0.019467,-4.16144e-06,-1.15291e-08,0.044626,0.680682,1.125,0.416329,2.33817,1.0526,-3.56925,0.0372093,-4.64675e-05,2.35935e-08,-3.23957e-05,4.78007,1.00168,2.58178,6.00155,0.0115337,0.000435325,0.0433139,6.7221e-05,440,2.11507,2.10928,12727.7,-0.144141,-0.143588,-0.18161,-1,12144,15040,0,100,17.45,26.85,31.265,15.328,10.957,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:49.291,0,239.996,29.919,31.4211,18.9784,29.1988,29.919,93732,75288,-1.01444,0.0194226,-3.93649e-06,-1.19206e-08,0.044578,0.680363,1.125,0.416208,2.33753,1.0526,-3.58823,0.037332,-4.67434e-05,2.37978e-08,-2.02936e-05,4.77943,1.00168,2.58174,6.00053,0.000456903,0.00042795,0.00106014,6.53424e-05,440,2.11303,2.10721,12723.9,-0.0903014,-0.0899546,-0.112941,-1,12144,14976,0,100,17.45,26.95,31.296,15.330,10.966,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:50.284,0,240.002,29.9061,31.4591,18.9787,29.2379,29.9061,93665,75453,-1.01671,0.0194719,-4.03487e-06,-1.17531e-08,0.0445304,0.654009,1.125,0.416492,2.30383,1.0526,-3.52636,0.0369101,-4.56529e-05,2.29027e-08,-1.58553e-05,4.74573,1.00168,2.58183,6.01191,0.00320999,0.000425765,0.00767805,6.20015e-05,440,2.1106,2.10478,12732.7,-0.0705477,-0.0702781,-0.0266999,-1,12145,15040,0,100,17.45,26.95,31.325,15.330,10.983,1023,No Data,No Data,No Data,No Data
