Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),Laser PID Readout,Det PID Readout,win0Fit0,win0Fit1,win0Fit2,win0Fit3,win0Fit4,win0Fit5,win0Fit6,win0Fit7,win0Fit8,win0Fit9,win1Fit0,win1Fit1,win1Fit2,win1Fit3,win1Fit4,win1Fit5,win1Fit6,Det Bkgd,Ramp Ampl,Init Win0 Chi2,Final Win0 Chi2,Init Win1 Chi2,Final Win1 Chi2,Ref Pos,CH4 (ppm)-Wet,CH4 (ppm),H2O (ppm),C2H6 (ppb)-Wet,C2H6 (ppb),R,C2/C1,Battery Charge (V),Power Input (mV),Current (mA),SOC (%),Battery T (degC),FET T (degC),TEC Temp (degC),TEC Sink Temp (degC),TEC Power (W),Wall Code,GPS Time,Latitude,Longitude,Alt. (m)
10/30/2025 05:06:04.594,0,240.001,28.4407,30.0772,18.9496,27.3522,28.4407,94757,67554,-1.00607,0.0192637,-4.1208e-06,-1.13373e-08,0.0453711,1.48931,1.125,0.416904,2.99788,1.0526,-6.55555,0.0588653,-9.94253e-05,6.64825e-08,0.001826,5.43978,1.00168,2.582,5.94563,394.769,0.000543069,1304.01,0.00012253,440,2.13054,2.125,12752.8,8.06976,8.03863,0,-1,12145,15040,0,100,17.45,26.35,29.937,15.390,10.797,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:05.587,0,239.99,28.4834,30.1165,18.9496,27.3815,28.4834,94763,67732,-1.01555,0.0194485,-4.41749e-06,-1.08763e-08,0.0453455,1.47749,1.125,0.417199,2.98906,1.0526,-6.78949,0.0606138,-0.000103243,6.93797e-08,0.00165152,5.43096,1.00168,2.58209,5.99007,0.0803652,0.00055831,0.138139,0.000121676,440,2.12992,2.12439,12761.6,7.30011,7.27213,0,-1,12144,15040,0,100,17.45,26.35,29.968,15.388,10.778,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:06.580,0,239.99,28.5254,30.1564,18.9435,27.4597,28.5254,94715,67915,-1.01718,0.0194799,-4.80881e-06,-1.00799e-08,0.0453101,1.4472,1.125,0.417175,2.96971,1.0526,-6.93824,0.0616701,-0.000105861,7.15019e-08,0.00164499,5.41161,1.00168,2.58213,5.97976,0.039239,0.000552999,0.0076529,0.000121031,440,2.12882,2.12328,12760.7,7.27268,7.2448,0,-1,12144,15104,0,100,17.45,26.25,30.000,15.387,10.839,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:07.573,0,240.005,28.5676,30.1952,18.9415,27.4792,28.5676,94688,68092,-1.01178,0.019376,-4.51538e-06,-1.05685e-08,0.0451785,1.42103,1.125,0.416953,2.94616,1.0526,-7.18474,0.0633697,-0.000109962,7.47382e-08,0.00166746,5.38806,1.00168,2.58205,5.96235,0.0411684,0.00053916,0.0214107,0.000120668,440,2.1232,2.11758,12753.7,7.37345,7.34507,0,-1,12146,15040,0,100,17.45,26.35,30.035,15.386,10.795,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:08.567,0,239.985,28.573,30.2353,18.9433,27.489,28.573,94683,68272,-1.02078,0.0195463,-5.20521e-06,-9.30465e-09,0.0451813,1.419,1.125,0.417152,2.94489,1.0526,-7.50049,0.0656975,-0.000115459,7.91127e-08,0.00168934,5.38679,1.00168,2.58204,5.98008,0.042023,0.000543436,0.0217399,0.000111412,440,2.12341,2.1178,12759.7,7.47037,7.4417,0,-1,12144,15040,0,100,17.45,26.35,30.067,15.383,10.829,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:09.560,0,239.992,28.5793,30.2744,18.944,27.5574,28.5793,94628,68455,-1.02272,0.0195803,-5.32244e-06,-9.11634e-09,0.0451958,1.36841,1.125,0.416867,2.91045,1.0526,-7.41093,0.0650147,-0.000113697,7.76263e-08,0.00167803,5.35235,1.00168,2.58202,5.98373,0.0333668,0.000541056,0.00105123,0.000108483,440,2.12417,2.11856,12751,7.4206,7.39198,0,-1,12144,15040,0,100,17.45,26.35,30.098,15.383,10.806,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:10.553,0,239.993,28.6221,30.2335,18.9481,27.5769,28.6221,94643,68628,-1.02562,0.0196376,-5.44508e-06,-8.88249e-09,0.0450678,1.3717,1.125,0.416934,2.91503,1.0526,-8.11224,0.0700885,-0.000125759,8.72083e-08,0.00142995,5.35693,1.00168,2.58207,5.99667,0.0370139,0.000519209,0.011416,0.0001033,440,2.11873,2.11306,12752.8,6.32478,6.30048,0,-1,12145,15040,0,100,17.45,26.35,30.133,15.380,10.829,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:11.546,0,240.006,28.6648,30.2726,18.9591,27.6551,28.6648,94578,68808,-1.02575,0.019638,-5.7715e-06,-8.2163e-09,0.0450655,1.33422,1.125,0.416511,2.87856,1.0526,-8.51597,0.0729514,-0.000132723,9.27843e-08,0.00129063,5.32046,1.00168,2.58203,5.97899,0.0370882,0.000519212,0.022258,0.000103533,440,2.1192,2.11349,12739.6,5.70971,5.68764,0,-1,12145,15040,0,100,17.45,26.35,30.164,15.377,10.803,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:12.540,0,239.971,28.7062,30.3121,18.9596,27.6746,28.7062,94593,68988,-1.03253,0.019756,-6.19097e-06,-7.5114e-09,0.0449594,1.33054,1.125,0.416457,2.88135,1.0526,-8.83951,0.0753286,-0.000138376,9.73029e-08,0.00124767,5.32325,1.00168,2.58189,5.99259,0.0348293,0.000513203,0.0126203,9.64172e-05,440,2.11476,2.109,12737.8,5.52069,5.49935,0,-1,12144,14976,0,100,17.45,26.45,30.195,15.375,10.723,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:13.533,0,240.008,28.7476,30.3511,18.9536,27.7235,28.7476,94524,69165,-1.03786,0.0198576,-6.56847e-06,-6.83965e-09,0.0448542,1.27975,1.125,0.416345,2.84589,1.0526,-8.58087,0.0734757,-0.000133818,9.36197e-08,0.00132566,5.28779,1.00168,2.58201,6.00476,0.03223,0.00049842,0.0105586,9.20582e-05,440,2.11036,2.10455,12734.1,5.8669,5.84415,0.857773,0.113309,12144,15104,0,100,17.45,26.45,30.230,15.373,10.793,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:14.526,0,239.993,28.79,30.3904,18.9498,27.7723,28.79,94542,69343,-1.03478,0.0197974,-6.58304e-06,-6.73398e-09,0.0448241,1.27708,1.125,0.416152,2.84649,1.0526,-9.01012,0.0765402,-0.000141331,9.96752e-08,0.00116954,5.28839,1.00168,2.58192,5.98499,0.0367178,0.00048764,0.0277987,8.63049e-05,440,2.10951,2.10367,12728,5.17699,5.15688,0.895466,0.117033,12144,14976,0,100,17.45,26.45,30.261,15.372,10.852,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:15.520,0,239.994,28.8316,30.43,18.9529,27.7919,28.8316,94473,69518,-1.03108,0.0197219,-6.54551e-06,-6.77435e-09,0.0447662,1.2447,1.125,0.415824,2.81889,1.0526,-9.39919,0.0792495,-0.000147877,1.0486e-07,0.00106218,5.26079,1.00168,2.58202,5.96159,0.037937,0.000471164,0.0384055,8.87197e-05,440,2.10734,2.10145,12717.7,4.70266,4.68431,0.9219,0.122742,12144,14976,0,100,17.45,26.45,30.293,15.369,10.770,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:16.513,0,239.98,28.8448,30.4686,18.9524,27.8701,28.8448,94490,69694,-1.03728,0.0198555,-6.51527e-06,-6.91553e-09,0.0446466,1.25257,1.125,0.41594,2.82328,1.0526,-9.08582,0.0771039,-0.000142449,1.00463e-07,0.00118344,5.26518,1.00168,2.58196,6.00863,0.0747138,0.000484738,0.154852,8.61819e-05,440,2.10189,2.09594,12721.2,5.23988,5.21945,0.90685,0.10692,12145,15168,0,100,17.45,26.45,30.293,15.369,10.770,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:17.506,0,239.997,28.8424,30.5079,18.947,27.8701,28.8424,94421,69870,-1.0343,0.0197992,-6.38107e-06,-7.12604e-09,0.0446778,1.2127,1.125,0.41614,2.79713,1.0526,-9.13859,0.0774622,-0.000143379,1.01224e-07,0.00111479,5.23903,1.00168,2.58207,5.99797,0.0281345,0.000484293,0.00797399,8.11035e-05,440,2.10332,2.09742,12727.3,4.93584,4.91667,0.917887,0.104907,12144,14976,0,100,17.45,26.45,30.324,15.368,10.817,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:18.499,0,239.999,28.8847,30.5396,18.9444,27.9287,28.8847,94426,70045,-1.03604,0.0198283,-6.72693e-06,-6.46984e-09,0.044661,1.20902,1.125,0.415616,2.78958,1.0526,-8.89994,0.0757197,-0.000139261,9.7948e-08,0.00106388,5.23148,1.00168,2.58209,5.98749,0.0273906,0.000469433,0.00744836,8.14547e-05,440,2.1031,2.09714,12711.1,4.71135,4.6929,0.928456,0.10544,12144,15040,0,100,17.45,26.45,30.358,15.366,10.832,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:19.493,0,239.999,28.9263,30.5256,18.9453,27.9678,28.9263,94382,70224,-1.03698,0.0198412,-6.75547e-06,-6.44448e-09,0.0446357,1.18444,1.125,0.415725,2.77102,1.0526,-9.01774,0.0765799,-0.000141336,9.96207e-08,0.000999747,5.21292,1.00168,2.58204,5.98929,0.0243825,0.000499994,0.000279271,8.5322e-05,440,2.10246,2.0965,12714.2,4.4282,4.4109,0.936966,0.107546,12145,15104,0,100,17.45,26.55,30.389,15.364,10.865,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:20.486,0,239.998,28.9679,30.5642,18.948,28.0361,28.9679,94366,70396,-1.03319,0.0197706,-6.38859e-06,-7.15641e-09,0.0446111,1.17519,1.125,0.415486,2.76448,1.0526,-8.82313,0.0751784,-0.000138013,9.69851e-08,0.00105551,5.20638,1.00168,2.58204,5.98577,0.0240892,0.000488001,0.00244537,8.89305e-05,440,2.10186,2.09587,12706.7,4.67611,4.65775,0.941908,0.106849,12144,14976,0,100,17.45,26.55,30.420,15.364,10.735,1023,No Data,No Data,No Data,No Data
10/30/2025 05:06:21.479,0,239.991,29.0089,30.6031,18.9495,28.0655,29.0089,94336,70568,-1.03834,0.0198663,-6.61481e-06,-6.79333e-09,0.0445347,1.16895,1.125,0.415717,2.75076,1.0526,-8.39005,0.072117,-0.000130601,9.10771e-08,0.00128607,5.19266,1.00168,2.58206,6.00383,0.030203,0.000498662,0.0230618,9.14444e-05,440,2.0988,2.0928,12713.5,5.6986,5.67626,0.90373,0.0964042,12144,14976,0,100,17.45,26.55,30.455,15.363,10.867,1023,No Data,No Data,No Data,No Data
