Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CH4 (ppm),H2O (ppm),C2H6 (ppb),R,C2/C1,Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code,Latitude,Longitude
10/30/2025 05:06:32.405,0,239.983,29.3894,30.9432,18.9816,28.554,29.3894,2.12824,12761.2,5.28554,0.643897,-1,12144,15040,0,100,15.346,1023,No Data,No Data
10/30/2025 05:06:33.399,0,239.991,29.3831,30.982,18.9803,28.554,29.3831,2.12593,12765.2,5.62263,0.609108,-1,12144,15168,0,100,15.344,1023,No Data,No Data
10/30/2025 05:06:34.392,0,240.009,29.4122,31.0195,18.9799,28.6126,29.4122,2.12553,12758.1,5.63387,0.543442,-1,12144,14976,0,100,15.342,1023,No Data,No Data
10/30/2025 05:06:35.385,0,239.986,29.4533,31.0575,18.9805,28.6517,29.4533,2.13007,12763.9,5.09035,0.42709,-1,12144,14976,0,100,15.341,1023,No Data,No Data
10/30/2025 05:06:36.378,0,239.986,29.4938,31.0462,18.9824,28.6517,29.4938,2.13016,12752.6,4.5049,0.265963,-1,12144,14976,0,100,15.341,1023,No Data,No Data
10/30/2025 05:06:37.372,0,240,29.5335,31.0518,18.992,28.7103,29.5335,2.13063,12758.8,4.75843,0.164499,-1,12144,14976,0,100,15.340,1023,No Data,No Data
10/30/2025 05:06:38.365,0,239.982,29.5738,31.0906,19.0028,28.7494,29.5738,2.13214,12764.1,3.65083,-0.042055,-1,12144,15104,0,100,15.340,1023,No Data,No Data
10/30/2025 05:06:39.358,0,240.002,29.6144,31.1278,19.0109,28.7689,29.6144,2.13079,12759.1,3.78199,-0.235182,-1,12144,15168,0,100,15.340,1023,No Data,No Data
10/30/2025 05:06:40.352,0,240.01,29.6549,31.165,19.0106,28.8471,29.6549,2.12948,12754.7,2.805,-0.34736,-1,12145,14976,0,100,15.339,1023,No Data,No Data
10/30/2025 05:06:41.345,0,239.999,29.6281,31.2035,19.0072,28.8471,29.6281,2.12778,12747.9,2.48913,-0.405718,-1,12144,14976,0,100,15.338,1023,No Data,No Data
10/30/2025 05:06:42.338,0,239.98,29.6611,31.2415,19.0003,28.935,29.6611,2.11992,12752.7,1.98649,-0.391762,-1,12144,15104,0,100,15.336,1023,No Data,No Data
10/30/2025 05:06:43.331,0,240.014,29.7012,31.2791,18.9947,28.9448,29.7012,2.12648,12744,1.91636,-0.413009,-1,12144,15040,0,100,15.334,1023,No Data,No Data
10/30/2025 05:06:44.325,0,239.978,29.7413,31.3164,18.9891,29.0132,29.7413,2.11468,12748.7,1.31502,-0.363907,-1,12144,15168,0,100,15.334,1023,No Data,No Data
10/30/2025 05:06:45.318,0,240.01,29.7816,31.3542,18.9868,29.0425,29.7816,2.12105,12737,1.62136,-0.371918,-1,12144,15040,0,100,15.334,1023,No Data,No Data
10/30/2025 05:06:46.311,0,239.989,29.8217,31.3913,18.9861,29.0425,29.8217,2.11562,12733.8,0.792056,-0.328533,-1,12144,15040,0,100,15.332,1023,No Data,No Data
10/30/2025 05:06:47.305,0,239.998,29.8624,31.4289,18.985,29.1207,29.8624,2.10726,12733.9,0.873824,-0.252548,-1,12144,14976,0,100,15.329,1023,No Data,No Data
10/30/2025 05:06:48.298,0,240,29.9015,31.4658,18.9819,29.1402,29.9015,2.10928,12727.7,-0.143588,-0.18161,-1,12144,15040,0,100,15.328,1023,No Data,No Data
10/30/2025 05:06:49.291,0,239.996,29.919,31.4211,18.9784,29.1988,29.919,2.10721,12723.9,-0.0899546,-0.112941,-1,12144,14976,0,100,15.330,1023,No Data,No Data
10/30/2025 05:06:50.284,0,240.002,29.9061,31.4591,18.9787,29.2379,29.9061,2.10478,12732.7,-0.0702781,-0.0266999,-1,12145,15040,0,100,15.330,1023,No Data,No Data
10/30/2025 05:06:51.278,0,239.999,29.9457,31.4969,18.9735,29.2574,29.9457,2.10119,12722.9,-0.893162,0.130207,-1,12145,15040,0,100,15.330,1023,No Data,No Data
10/30/2025 05:06:52.271,0,239.984,29.9855,31.5329,18.9729,29.3356,29.9855,2.09412,12734.8,-1.33149,0.298913,-1,12144,14976,0,100,15.327,1023,No Data,No Data
10/30/2025 05:06:53.264,0,240.01,30.0264,31.5698,18.9745,29.3552,30.0264,2.09635,12728.1,-1.84389,0.47169,-1,12144,15168,0,100,15.326,1023,No Data,No Data
10/30/2025 05:06:54.258,0,239.986,30.0654,31.6071,18.9801,29.4333,30.0654,2.09595,12729,-1.86656,0.570522,-1,12144,15040,0,100,15.322,1023,No Data,No Data
10/30/2025 05:06:55.251,0,240.01,30.1051,31.644,18.9846,29.4529,30.1051,2.08629,12718,-2.47283,0.709657,0.149863,12144,14976,0,100,15.322,1023,No Data,No Data
10/30/2025 05:06:56.244,0,239.992,30.1451,31.6817,18.9736,29.5213,30.1451,2.08893,12719.2,-2.90868,0.798327,0.166101,12144,14976,0,100,15.322,1023,No Data,No Data
10/30/2025 05:06:57.237,0,239.999,30.1848,31.7178,18.9702,29.531,30.1848,2.09433,12721.5,-2.5352,0.859008,0.177094,12145,15104,0,100,15.323,1023,No Data,No Data
10/30/2025 05:06:58.231,0,240.005,30.2234,31.7185,18.9727,29.531,30.2234,2.08491,12724.9,-2.82289,0.892702,0.175057,12144,15104,0,100,15.321,1023,No Data,No Data
10/30/2025 05:06:59.224,0,239.988,30.264,31.7315,18.9747,29.6092,30.264,2.08719,12726.6,-2.96773,0.909249,0.172449,12145,15168,0,100,15.321,1023,No Data,No Data
10/30/2025 05:07:00.217,0,240,30.3036,31.7679,18.9799,29.6287,30.3036,2.08488,12718.1,-3.15656,0.930222,0.168268,12144,14976,0,100,15.321,1023,No Data,No Data
10/30/2025 05:07:01.210,0,239.995,30.214,31.805,18.9886,29.6776,30.214,2.08531,12724.3,-2.96421,0.949919,0.164567,12144,14976,0,100,15.323,1023,No Data,No Data
10/30/2025 05:07:02.204,0,240.003,30.1226,31.8413,18.9957,29.7264,30.1226,2.08296,12726.8,-2.68175,0.951492,0.158482,12144,14976,0,100,15.323,1023,No Data,No Data
10/30/2025 05:07:03.197,0,239.986,30.1624,31.8783,18.9987,29.746,30.1624,2.08519,12721.8,-3.19351,0.961672,0.153888,12143,15104,0,100,15.321,1023,No Data,No Data
10/30/2025 05:07:04.190,0,239.986,30.2018,31.9146,19.0035,29.8241,30.2018,2.08909,12731.9,-2.44517,0.974745,0.148349,12144,14976,0,100,15.320,1023,No Data,No Data
10/30/2025 05:07:05.184,0,240.004,30.2406,31.951,19.005,29.8241,30.2406,2.09014,12722.8,-2.28938,0.978888,0.143835,12144,15040,0,100,15.319,1023,No Data,No Data
10/30/2025 05:07:06.177,0,239.984,30.2804,31.9873,19.0084,29.9023,30.2804,2.08898,12730.4,-1.7338,0.978651,0.138964,12143,15040,0,100,15.316,1023,No Data,No Data
10/30/2025 05:07:07.170,0,240.007,30.3202,31.9577,19.0109,29.9218,30.3202,2.0926,12719.7,-1.04554,0.980039,0.132601,12144,15040,0,100,15.314,1023,No Data,No Data
10/30/2025 05:07:08.163,0,239.99,30.3593,31.9776,19.0121,29.9218,30.3593,2.10235,12728.8,-1.31704,0.975729,0.131062,12144,15040,0,100,15.313,1023,No Data,No Data
10/30/2025 05:07:09.157,0,240.011,30.3973,32.0142,19.014,29.9805,30.3973,2.10012,12728,-0.959614,0.973638,0.127442,12144,15040,0,100,15.314,1023,No Data,No Data
10/30/2025 05:07:10.150,0,239.983,30.4365,32.0502,19.0198,30.0195,30.4365,2.10483,12731.1,0.431007,0.966415,0.128019,12144,15040,0,100,15.314,1023,No Data,No Data
10/30/2025 05:07:11.143,0,240.001,30.4754,32.0867,19.0199,30.0489,30.4754,2.10561,12740.6,0.39452,0.959532,0.12966,12144,15040,0,100,15.312,1023,No Data,No Data
10/30/2025 05:07:12.137,0,240.007,30.5144,32.1226,19.0202,30.1172,30.5144,2.10948,12729.2,0.869481,0.954872,0.12941,12145,15040,17,100,15.312,1023,No Data,No Data
10/30/2025 05:07:13.130,0,239.985,30.5534,32.1584,19.0257,30.127,30.5534,2.11315,12737.7,1.65564,0.953,0.137937,12144,15104,0,100,15.311,1023,No Data,No Data
10/30/2025 05:07:14.123,0,239.995,30.5853,32.1952,19.0168,30.1954,30.5853,2.11987,12741.4,1.60907,0.95384,0.135693,12144,15104,0,100,15.311,1023,No Data,No Data
10/30/2025 05:07:15.116,0,239.987,30.5694,32.231,19.0065,30.215,30.5694,2.12217,12748.4,2.15223,0.956761,0.138016,12145,14976,0,100,15.311,1023,No Data,No Data
10/30/2025 05:07:16.110,0,239.984,30.6076,32.2671,19.0054,30.2736,30.6076,2.12,12753.4,3.21655,0.957914,0.1475,12144,15040,0,100,15.310,1023,No Data,No Data
10/30/2025 05:07:17.103,0,240.011,30.6461,32.3031,19.0065,30.3127,30.6461,2.12554,12740,2.25635,0.961106,0.14226,12144,15040,0,100,15.309,1023,No Data,No Data
10/30/2025 05:07:18.096,0,239.995,30.6848,32.3392,19.0125,30.3127,30.6848,2.13031,12758.1,3.6237,0.969453,0.144225,12145,15104,0,100,15.308,1023,No Data,No Data
10/30/2025 05:07:19.090,0,240.01,30.7234,32.3756,19.0146,30.3908,30.7234,2.13229,12759.6,3.91572,0.974553,0.144921,12144,14976,0,100,15.309,1023,No Data,No Data
10/30/2025 05:07:20.083,0,239.984,30.7623,32.3605,19.0154,30.4104,30.7623,2.13341,12762.8,4.05809,0.977998,0.144993,12143,15104,0,100,15.308,1023,No Data,No Data
10/30/2025 05:07:21.076,0,239.983,30.8001,32.3628,19.0117,30.4397,30.8001,2.13157,12769.8,3.8636,0.980484,0.145267,12144,15168,0,100,15.308,1023,No Data,No Data
10/30/2025 05:07:22.069,0,240.01,30.8385,32.3982,19.0132,30.5081,30.8385,2.13735,12764.2,3.81747,0.980914,0.1427,12144,15040,0,100,15.309,1023,No Data,No Data
10/30/2025 05:07:23.063,0,239.974,30.8212,32.434,19.0114,30.5081,30.8212,2.14082,12765.3,4.25643,0.981885,0.139772,12145,15040,0,100,15.310,1023,No Data,No Data
10/30/2025 05:07:24.056,0,240.005,30.8355,32.4695,19.0173,30.596,30.8355,2.13667,12759.3,3.649,0.982308,0.137571,12144,15040,0,100,15.309,1023,No Data,No Data
10/30/2025 05:07:25.049,0,240.001,30.8732,32.5052,19.0196,30.6058,30.8732,2.13648,12756.9,3.90324,0.982683,0.13724,12144,15040,0,100,15.310,1023,No Data,No Data
10/30/2025 05:07:26.042,0,239.989,30.9118,32.541,19.0213,30.6546,30.9118,2.13236,12756.4,4.02615,0.983208,0.136987,12145,15040,0,100,15.311,1023,No Data,No Data
10/30/2025 05:07:27.036,0,239.992,30.9498,32.5762,19.0239,30.7035,30.9498,2.13987,12756.2,4.22518,0.985152,0.134611,12144,15040,0,100,15.310,1023,No Data,No Data
10/30/2025 05:07:28.029,0,240.003,30.9879,32.6118,19.0091,30.7035,30.9879,2.12836,12743.1,3.08302,0.984542,0.134491,12144,15104,0,100,15.308,1023,No Data,No Data
10/30/2025 05:07:29.022,0,239.995,31.0262,32.6468,18.9969,30.7132,31.0262,2.1314,12735.1,4.46313,0.982692,0.134719,12144,15104,0,100,15.308,1023,No Data,No Data
10/30/2025 05:07:30.016,0,240,31.0638,32.6151,19.0018,30.8012,31.0638,2.13512,12731.5,3.55154,0.981313,0.132662,12146,15104,0,100,15.308,1023,No Data,No Data
10/30/2025 05:07:31.009,0,239.997,31.1016,32.6332,19.0109,30.8012,31.1016,2.131,12730.8,3.58215,0.979961,0.131702,12144,15168,0,100,15.307,1023,No Data,No Data
10/30/2025 05:07:32.002,0,239.987,31.0831,32.668,19.0168,30.8891,31.0831,2.12921,12723.8,2.23174,0.974772,0.131357,12145,15104,0,100,15.307,1023,No Data,No Data
10/30/2025 05:07:32.995,0,239.997,31.0971,32.7032,19.0226,30.8989,31.0971,2.12237,12726.2,2.18099,0.971401,0.12871,12145,14976,0,100,15.308,1023,No Data,No Data
10/30/2025 05:07:33.989,0,239.99,31.1346,32.7386,19.0261,30.9477,31.1346,2.1182,12720,2.35844,0.965948,0.126316,12144,14976,0,100,15.308,1023,No Data,No Data
10/30/2025 05:07:34.982,0,240.004,31.1726,32.7734,19.0262,30.9966,31.1726,2.12134,12695.6,1.2219,0.955889,0.123531,12144,15040,0,100,15.311,1023,No Data,No Data
10/30/2025 05:07:35.975,0,239.987,31.2109,32.8082,19.0317,31.0064,31.2109,2.12159,12704.3,1.33154,0.942598,0.124468,12144,15104,0,100,15.313,1023,No Data,No Data
10/30/2025 05:07:36.969,0,239.998,31.2482,32.8427,19.0318,31.0943,31.2482,2.12023,12702.4,1.16826,0.930576,0.12861,12144,14976,0,100,15.313,1023,No Data,No Data
10/30/2025 05:07:37.962,0,239.987,31.2857,32.8777,19.0341,31.0943,31.2857,2.11669,12701.2,0.827215,0.921485,0.123738,12144,15040,0,100,15.312,1023,No Data,No Data
10/30/2025 05:07:38.955,0,240.003,31.3236,32.9132,19.0348,31.0943,31.3236,2.11718,12693.1,0.681497,0.900349,0.122339,12145,15040,0,100,15.312,1023,No Data,No Data
10/30/2025 05:07:39.948,0,239.996,31.361,32.9479,19.0317,31.1529,31.361,2.11852,12686.4,0.270367,0.881659,0.129888,12144,15104,0,100,15.311,1023,No Data,No Data
10/30/2025 05:07:40.942,0,239.992,31.3498,32.9821,19.0344,31.192,31.3498,2.11591,12685.9,-0.169688,0.871365,0.141365,12143,14976,20,100,15.312,1023,No Data,No Data
10/30/2025 05:07:41.935,0,240.004,31.3535,33.0174,19.0395,31.2506,31.3535,2.11177,12703.6,0.241967,0.882126,0.148959,12144,15104,0,100,15.313,1023,No Data,No Data
10/30/2025 05:07:42.928,0,239.996,31.3917,33.0394,19.0475,31.2897,31.3917,2.11563,12686.5,-0.396194,0.895576,0.163593,12144,15104,0,100,15.314,1023,No Data,No Data
10/30/2025 05:07:43.922,0,239.979,31.428,33.0236,19.0529,31.2995,31.428,2.10659,12711.5,-0.598446,0.908487,0.16287,12144,15168,0,100,15.314,1023,No Data,No Data
10/30/2025 05:07:44.915,0,240,31.466,33.0587,19.052,31.3874,31.466,2.10644,12700.8,-0.245356,0.915876,0.159676,12144,15168,0,100,15.313,1023,No Data,No Data
10/30/2025 05:07:45.908,0,239.996,31.5027,33.0933,19.0511,31.3874,31.5027,2.10809,12708.1,-0.334293,0.941177,0.162172,12144,14976,0,100,15.312,1023,No Data,No Data
10/30/2025 05:07:46.901,0,240.007,31.54,33.1279,19.0537,31.446,31.54,2.10606,12712.6,-0.448289,0.94489,0.15995,12144,15040,0,100,15.311,1023,No Data,No Data
10/30/2025 05:07:47.895,0,239.999,31.5768,33.1626,19.0464,31.4851,31.5768,2.11274,12708.2,-0.512773,0.945947,0.161509,12144,15040,0,100,15.313,1023,No Data,No Data
10/30/2025 05:07:48.888,0,239.979,31.6147,33.197,19.0456,31.4851,31.6147,2.10658,12717.3,-0.225412,0.946611,0.157553,12144,15040,0,100,15.316,1023,No Data,No Data
10/30/2025 05:07:49.881,0,240.02,31.6508,33.2313,19.0515,31.5144,31.6508,2.10695,12724.3,-0.457499,0.948103,0.155065,12144,15040,0,100,15.316,1023,No Data,No Data
10/30/2025 05:07:50.874,0,239.988,31.6882,33.2655,19.0563,31.5828,31.6882,2.105,12722.1,0.329138,0.941266,0.147994,12144,15040,0,100,15.316,1023,No Data,No Data
10/30/2025 05:07:51.868,0,240.002,31.7247,33.2999,19.0669,31.5828,31.7247,2.10357,12711,-0.0120074,0.934426,0.144514,12145,15040,0,100,15.316,1023,No Data,No Data
10/30/2025 05:07:52.861,0,239.991,31.761,33.126,19.0753,31.661,31.761,2.10176,12725.4,0.14589,0.919688,0.139762,12146,14976,0,100,15.315,1023,No Data,No Data
10/30/2025 05:07:53.854,0,240.001,31.7584,33.0712,19.0833,31.6805,31.7584,2.10036,12731.7,-0.121223,0.908714,0.135546,12144,15104,0,100,15.315,1023,No Data,No Data
10/30/2025 05:07:54.848,0,239.986,31.7704,33.1058,19.0874,31.7489,31.7704,2.10051,12727.8,-0.0474444,0.893948,0.130192,12145,15168,0,100,15.316,1023,No Data,No Data
10/30/2025 05:07:55.841,0,240.002,31.8067,33.1398,19.0933,31.7782,31.8067,2.09636,12731.8,0.673934,0.852007,0.115062,12145,14976,0,100,15.317,1023,No Data,No Data
10/30/2025 05:07:56.834,0,239.982,31.843,33.1745,19.0947,31.7782,31.843,2.09846,12733,0.437087,0.805639,0.105395,12144,14976,0,100,15.320,1023,No Data,No Data
10/30/2025 05:07:57.827,0,240.005,31.8793,33.2088,19.0971,31.8564,31.8793,2.09719,12737.5,0.657174,0.764169,0.0948698,12144,15040,0,100,15.322,1023,No Data,No Data
10/30/2025 05:07:58.821,0,239.995,31.9167,33.2429,19.1008,31.8759,31.9167,2.09396,12736.1,0.609324,0.701493,0.0746949,12144,15040,0,100,15.324,1023,No Data,No Data
10/30/2025 05:07:59.814,0,239.994,31.9528,33.2772,19.0986,31.8759,31.9528,2.09515,12736.6,1.33891,0.556067,-1,12144,15040,0,100,15.324,1023,No Data,No Data
10/30/2025 05:08:00.807,0,239.986,31.9893,33.3112,19.0975,31.9345,31.9893,2.09504,12742,0.408055,0.429196,-1,12145,15040,0,100,15.322,1023,No Data,No Data
10/30/2025 05:08:01.801,0,240.01,32.0255,33.3456,19.097,31.9736,32.0255,2.09447,12730.6,1.45379,0.232605,-1,12144,15040,0,100,15.323,1023,No Data,No Data
10/30/2025 05:08:02.794,0,239.985,32.0123,33.379,19.0929,31.9736,32.0123,2.09304,12750.2,1.54037,0.0329024,-1,12144,14976,0,100,15.323,1023,No Data,No Data
10/30/2025 05:08:03.787,0,240.001,32.0161,33.4132,19.0928,32.0616,32.0161,2.09417,12754.1,1.15743,-0.146702,-1,12144,14976,0,100,15.325,1023,No Data,No Data
10/30/2025 05:08:04.780,0,240.008,32.0523,33.4475,19.0873,32.0713,32.0523,2.09819,12746,1.32839,-0.270891,-1,12144,15040,0,100,15.325,1023,No Data,No Data
10/30/2025 05:08:05.774,0,239.977,32.0884,33.4809,19.0836,32.1104,32.0884,2.09663,12752.9,1.08895,-0.425902,-1,12145,15040,0,100,15.326,1023,No Data,No Data
10/30/2025 05:08:06.767,0,240,32.1247,33.5152,19.0829,32.169,32.1247,2.09818,12747.4,1.77856,-0.560527,-1,12145,15040,0,100,15.327,1023,No Data,No Data
10/30/2025 05:08:07.760,0,239.981,32.161,33.5481,19.0809,32.1886,32.161,2.10024,12745.6,1.78932,-0.615741,-1,12143,15168,0,100,15.327,1023,No Data,No Data
10/30/2025 05:08:08.754,0,240.006,32.1967,33.5826,19.0741,32.2667,32.1967,2.09787,12754.2,1.74036,-0.682033,-1,12144,15040,0,100,15.329,1023,No Data,No Data
10/30/2025 05:08:09.747,0,239.997,32.2329,33.616,19.075,32.2667,32.2329,2.10173,12758.5,1.40164,-0.715286,-1,12144,15104,0,100,15.332,1023,No Data,No Data
10/30/2025 05:08:10.740,0,239.994,32.2689,33.6501,19.0776,32.2667,32.2689,2.10232,12753.3,0.9584,-0.7144,-1,12143,15168,0,100,15.333,1023,No Data,No Data
10/30/2025 05:08:11.733,0,239.987,32.3056,33.6833,19.0762,32.3449,32.3056,2.10561,12757.3,1.0233,-0.7052,-1,12144,15040,0,100,15.333,1023,No Data,No Data
10/30/2025 05:08:12.727,0,239.995,32.2586,33.6805,19.0816,32.3644,32.2586,2.10375,12762.3,1.5554,-0.651067,-1,12144,14976,0,100,15.333,1023,No Data,No Data
10/30/2025 05:08:13.720,0,240.014,32.2946,33.6607,19.0852,32.3937,32.2946,2.10316,12743.1,0.872773,-0.622542,-1,12144,15040,0,100,15.333,1023,No Data,No Data
10/30/2025 05:08:14.713,0,239.983,32.3304,33.6946,19.0902,32.4621,32.3304,2.10522,12760,1.05825,-0.576871,-1,12144,15040,0,100,15.336,1023,No Data,No Data
10/30/2025 05:08:15.706,0,240.01,32.3658,33.7278,19.0962,32.4621,32.3658,2.10454,12762.5,0.55966,-0.543136,-1,12144,15104,0,100,15.338,1023,No Data,No Data
10/30/2025 05:08:16.700,0,239.99,32.4015,33.7611,19.1033,32.5208,32.4015,2.10442,12754,0.235657,-0.524191,-1,12144,14976,0,100,15.336,1023,No Data,No Data
10/30/2025 05:08:17.693,0,240.003,32.4371,33.7941,19.1042,32.5598,32.4371,2.10964,12747.3,-0.406852,-0.502672,-1,12144,14976,0,100,15.337,1023,No Data,No Data
10/30/2025 05:08:18.686,0,239.981,32.4735,33.8276,19.1065,32.5794,32.4735,2.1142,12749.2,-0.690267,-0.564596,-1,12144,15040,0,100,15.341,1023,No Data,No Data
10/30/2025 05:08:19.680,0,239.998,32.5084,33.8611,19.106,32.6575,32.5084,2.11412,12745.7,-0.691924,-0.609147,-1,12144,14976,0,100,15.341,1023,No Data,No Data
10/30/2025 05:08:20.673,0,240.001,32.5439,33.8943,19.1037,32.6575,32.5439,2.11363,12752.3,-1.02956,-0.667941,-1,12144,15040,0,100,15.343,1023,No Data,No Data
10/30/2025 05:08:21.666,0,240.007,32.5795,33.9281,19.1057,32.6575,32.5795,2.12027,12729.4,-2.21587,-0.761116,-1,12144,15040,0,100,15.343,1023,No Data,No Data
10/30/2025 05:08:22.659,0,240.001,32.6157,33.9608,19.106,32.6869,32.6157,2.11897,12725.9,-2.61741,-0.809752,-1,12144,15104,0,100,15.343,1023,No Data,No Data
10/30/2025 05:08:23.653,0,239.993,32.6506,33.9123,19.1106,32.7552,32.6506,2.11986,12736.4,-3.40787,-0.845963,-1,12144,15040,0,100,15.345,1023,No Data,No Data
10/30/2025 05:08:24.646,0,239.991,32.6855,33.9363,19.115,32.7552,32.6855,2.12199,12724,-3.58935,-0.87579,-1,12145,15168,0,100,15.347,1023,No Data,No Data
10/30/2025 05:08:25.639,0,239.988,32.6708,33.9696,19.1142,32.8334,32.6708,2.12576,12721.6,-3.79965,-0.901762,-1,12145,15168,0,100,15.349,1023,No Data,No Data
10/30/2025 05:08:26.633,0,239.995,32.6725,34.0028,19.1076,32.853,32.6725,2.12439,12737,-4.03389,-0.916599,-1,12145,15040,0,100,15.352,1023,No Data,No Data
