Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CH4 (ppm),H2O (ppm),C2H6 (ppb),R,C2/C1,Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code,Latitude,Longitude
11/06/2025 05:24:00.439,0,239.983,30.9185,32.6631,23.6906,30.1172,30.9185,2.18715,14084.7,4.61754,0.930588,0.212638,12521,14976,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:01.432,0,239.983,30.9599,32.7015,23.7544,30.2052,30.9599,2.18738,14077.2,3.72302,0.930156,0.209649,12520,14976,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:02.426,0,239.999,31.0011,32.7396,23.7237,30.215,31.0011,2.18816,14084,4.1681,0.932161,0.208345,12520,14976,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:03.419,0,239.982,31.0422,32.7783,23.581,30.2736,31.0422,2.18398,14090.4,4.11527,0.932294,0.20987,12522,15104,0,100,17.120,1023,No Data,No Data
11/06/2025 05:24:04.412,0,240.013,31.083,32.8161,23.4171,30.3127,31.083,2.18247,14087.7,3.72212,0.932101,0.210699,12520,14976,0,100,17.122,1023,No Data,No Data
11/06/2025 05:24:05.405,0,239.986,31.0834,32.8548,23.4329,30.3224,31.0834,2.18781,14072,3.70116,0.930559,0.207772,12520,14976,0,100,17.121,1023,No Data,No Data
11/06/2025 05:24:06.399,0,239.982,31.084,32.893,23.5033,30.4104,31.084,2.18264,14078.2,3.97633,0.929278,0.208865,12520,15104,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:07.392,0,240.003,31.1253,32.9312,23.6395,30.4104,31.1253,2.18497,14068.7,4.45665,0.929254,0.210613,12521,15040,0,100,17.118,1023,No Data,No Data
11/06/2025 05:24:08.385,0,239.997,31.1659,32.969,23.662,30.4983,31.1659,2.18484,14077.8,3.21349,0.915736,0.202598,12519,15168,0,100,17.118,1023,No Data,No Data
11/06/2025 05:24:09.378,0,239.979,31.207,33.0074,23.6345,30.5081,31.207,2.18104,14072.6,3.29593,0.911525,0.215879,12520,14976,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:10.372,0,240.009,31.2477,33.0449,23.5306,30.5765,31.2477,2.18431,14064.6,3.28478,0.898548,0.216391,12521,14976,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:11.365,0,239.992,31.2884,33.0452,23.5724,30.6058,31.2884,2.18741,14071.4,3.62075,0.879404,0.225334,12519,15040,0,100,17.114,1023,No Data,No Data
11/06/2025 05:24:12.358,0,239.99,31.3289,33.0576,23.513,30.6644,31.3289,2.18538,14057.6,3.44204,0.854679,0.215923,12521,14976,0,100,17.114,1023,No Data,No Data
11/06/2025 05:24:13.352,0,239.981,31.3695,33.0955,23.4222,30.7035,31.3695,2.18737,14075.3,3.08949,0.790552,0.196142,12518,14976,0,100,17.114,1023,No Data,No Data
11/06/2025 05:24:14.345,0,239.997,31.328,33.1332,23.3702,30.7035,31.328,2.18219,14068.6,3.24496,0.743093,0.180185,12518,15168,0,100,17.115,1023,No Data,No Data
11/06/2025 05:24:15.338,0,240.002,31.3688,33.1701,23.4025,30.723,31.3688,2.18724,14060.1,2.57387,0.618817,-1,12520,14976,0,100,17.115,1023,No Data,No Data
11/06/2025 05:24:16.331,0,239.992,31.409,33.2084,23.4293,30.8012,31.409,2.18774,14060.4,2.88889,0.47131,-1,12520,15104,0,100,17.115,1023,No Data,No Data
11/06/2025 05:24:17.325,0,239.99,31.4499,33.246,23.4861,30.8109,31.4499,2.18684,14080.8,2.59578,0.282561,-1,12519,15168,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:18.318,0,239.996,31.4901,33.2836,23.5563,30.8891,31.4901,2.18733,14074.3,2.41453,0.0552372,-1,12520,14976,0,100,17.115,1023,No Data,No Data
11/06/2025 05:24:19.311,0,239.976,31.5298,33.3208,23.5526,30.8989,31.5298,2.18085,14094.1,3.1758,0.0660001,-1,12520,14976,0,100,17.115,1023,No Data,No Data
11/06/2025 05:24:20.305,0,240.004,31.5701,33.0896,23.3984,30.9673,31.5701,2.18406,14092.5,2.45536,0.0753997,-1,12519,15040,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:21.298,0,240.002,31.6099,33.0975,23.2786,30.9966,31.6099,2.17864,14094.6,3.32178,0.153249,-1,12521,15104,0,100,17.117,1023,No Data,No Data
11/06/2025 05:24:22.291,0,240.001,31.6504,33.1352,23.3271,31.0454,31.6504,2.17641,14093.5,3.45341,0.154659,-1,12520,15104,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:23.284,0,239.991,31.6906,33.1722,23.3734,31.0943,31.6906,2.17793,14096.4,2.44981,0.252429,-1,12520,14976,0,100,17.120,1023,No Data,No Data
11/06/2025 05:24:24.278,0,239.997,31.7304,33.21,23.4263,31.0943,31.7304,2.17577,14113.5,2.78259,0.325871,-1,12521,15104,0,100,17.118,1023,No Data,No Data
11/06/2025 05:24:25.271,0,239.993,31.7643,33.2477,23.431,31.1431,31.7643,2.17172,14105.3,3.3172,0.286465,-1,12521,15104,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:26.264,0,240.007,31.7456,33.2849,23.4155,31.192,31.7456,2.16567,14094.2,3.31354,0.195379,-1,12520,14976,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:27.258,0,239.967,31.7856,33.3222,23.3466,31.2213,31.7856,2.16343,14102.8,2.84443,0.237371,-1,12519,14976,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:28.251,0,240.007,31.8256,33.3591,23.1936,31.2897,31.8256,2.15946,14111.8,3.66533,0.138177,-1,12521,14976,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:29.244,0,239.997,31.8655,33.396,23.0243,31.2897,31.8655,2.16041,14086.3,3.80818,0.0293276,-1,12519,15168,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:30.237,0,239.976,31.9048,33.4333,22.9676,31.3776,31.9048,2.15299,14107.4,3.6798,-0.0916359,-1,12520,14976,0,100,17.114,1023,No Data,No Data
11/06/2025 05:24:31.231,0,240.018,31.9448,33.4702,23.0083,31.3874,31.9448,2.1494,14097.1,3.93731,-0.20127,-1,12521,14976,0,100,17.115,1023,No Data,No Data
11/06/2025 05:24:32.224,0,239.987,31.9844,33.5071,23.1654,31.4362,31.9844,2.1441,14092.3,3.95203,-0.33403,-1,12520,15168,0,100,17.115,1023,No Data,No Data
11/06/2025 05:24:33.217,0,240.002,32.0243,33.5441,23.2322,31.4851,32.0243,2.14974,14098,3.83137,-0.41694,-1,12521,14976,0,100,17.117,1023,No Data,No Data
11/06/2025 05:24:34.210,0,240.003,31.9973,33.5803,23.2664,31.4851,31.9973,2.14687,14090.2,3.4928,-0.431194,-1,12519,15168,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:35.204,0,239.984,32.0205,33.6171,23.3211,31.5242,32.0205,2.14399,14097.3,3.82961,-0.496642,-1,12520,15104,0,100,17.122,1023,No Data,No Data
11/06/2025 05:24:36.197,0,239.988,32.0599,33.6544,23.4098,31.5828,32.0599,2.13839,14101.7,4.16325,-0.595693,-1,12521,14976,0,100,17.118,1023,No Data,No Data
11/06/2025 05:24:37.190,0,240.001,32.0997,33.691,23.5299,31.5926,32.0997,2.13868,14089.3,3.98362,-0.750186,-1,12521,14976,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:38.184,0,240.004,32.1383,33.7091,23.685,31.6805,32.1383,2.14114,14089.1,4.28289,-0.778477,-1,12520,14976,0,100,17.116,1023,No Data,No Data
11/06/2025 05:24:39.177,0,239.973,32.1781,33.6733,23.8358,31.6805,32.1781,2.13763,14088.5,4.89552,-0.801328,-1,12521,14976,0,100,17.117,1023,No Data,No Data
11/06/2025 05:24:40.170,0,239.996,32.2172,33.7108,23.8037,31.7587,32.2172,2.1427,14093,4.28913,-0.819871,-1,12520,15104,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:41.163,0,239.992,32.256,33.747,23.7524,31.7782,32.256,2.14251,14090.2,3.89745,-0.856722,-1,12519,14976,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:42.157,0,239.987,32.295,33.7834,23.659,31.7978,32.295,2.14008,14097.6,4.83253,-0.877699,-1,12521,14976,0,100,17.119,1023,No Data,No Data
11/06/2025 05:24:43.150,0,240,32.2594,33.8202,23.589,31.8759,32.2594,2.14012,14096.3,4.06995,-0.88564,-1,12520,15040,0,100,17.121,1023,No Data,No Data
11/06/2025 05:24:44.143,0,239.994,32.2897,33.8569,23.5055,31.8759,32.2897,2.14142,14098.9,3.84799,-0.889914,-1,12520,15040,0,100,17.123,1023,No Data,No Data
11/06/2025 05:24:45.137,0,239.991,32.3294,33.8933,23.5269,31.8857,32.3294,2.13997,14103.5,3.8583,-0.877418,-1,12520,14976,0,100,17.123,1023,No Data,No Data
11/06/2025 05:24:46.130,0,239.987,32.3677,33.9296,23.6342,31.9736,32.3677,2.14474,14104.3,4.62634,-0.870648,-1,12521,14976,0,100,17.127,1023,No Data,No Data
11/06/2025 05:24:47.123,0,240.004,32.4067,33.9656,23.6543,31.9736,32.4067,2.15183,14108.4,4.54598,-0.842281,-1,12520,15040,0,100,17.131,1023,No Data,No Data
11/06/2025 05:24:48.116,0,240.005,32.4454,33.9559,23.6127,32.042,32.4454,2.14803,14108.6,3.67339,-0.813531,-1,12520,15104,0,100,17.131,1023,No Data,No Data
11/06/2025 05:24:49.110,0,240.005,32.4844,33.9473,23.701,32.0713,32.4844,2.15614,14108.3,3.73567,-0.813311,-1,12521,15168,0,100,17.133,1023,No Data,No Data
11/06/2025 05:24:50.103,0,239.984,32.5234,33.9832,23.8092,32.1006,32.5234,2.15399,14108.6,2.9573,-0.754344,-1,12521,14976,0,100,17.132,1023,No Data,No Data
11/06/2025 05:24:51.096,0,239.995,32.5617,34.0195,23.753,32.169,32.5617,2.15851,14114.8,2.16843,-0.720466,-1,12520,14976,0,100,17.132,1023,No Data,No Data
11/06/2025 05:24:52.090,0,239.997,32.6006,34.0551,23.7521,32.1788,32.6006,2.16629,14102.1,2.66269,-0.763491,-1,12521,14976,0,100,17.130,1023,No Data,No Data
11/06/2025 05:24:53.083,0,240.008,32.6392,34.0916,23.6883,32.2667,32.6392,2.16847,14089.7,1.40167,-0.737647,-1,12521,15040,0,100,17.131,1023,No Data,No Data
11/06/2025 05:24:54.076,0,239.997,32.6776,34.1282,23.7409,32.2667,32.6776,2.17095,14093.3,1.50133,-0.766887,-1,12521,15104,0,100,17.131,1023,No Data,No Data
11/06/2025 05:24:55.069,0,239.996,32.666,34.1639,23.73,32.2667,32.666,2.17666,14099.8,1.29272,-0.837603,-1,12521,15040,0,100,17.134,1023,No Data,No Data
11/06/2025 05:24:56.063,0,240.004,32.6701,34.1994,23.6267,32.3547,32.6701,2.17481,14102.1,0.755348,-0.874298,-1,12521,15168,0,100,17.134,1023,No Data,No Data
11/06/2025 05:24:57.056,0,239.99,32.709,34.2359,23.6942,32.3644,32.709,2.17793,14091.2,-0.0355091,-0.892133,-1,12520,15168,0,100,17.135,1023,No Data,No Data
11/06/2025 05:24:58.049,0,239.985,32.7468,34.2718,23.7736,32.4231,32.7468,2.18416,14092.5,0.462045,-0.919145,-1,12521,15168,0,100,17.138,1023,No Data,No Data
11/06/2025 05:24:59.042,0,239.992,32.7854,34.3078,23.8561,32.4621,32.7854,2.18658,14091.4,-0.176008,-0.946104,-1,12519,15104,16,100,17.140,1023,No Data,No Data
11/06/2025 05:25:00.036,0,240.015,32.8238,34.343,23.8578,32.4621,32.8238,2.19281,14083.8,-0.73293,-0.957393,-1,12520,14976,0,100,17.141,1023,No Data,No Data
11/06/2025 05:25:01.029,0,239.968,32.8622,34.3718,23.8462,32.5403,32.8622,2.19182,14093.3,-0.466907,-0.96351,-1,12521,15168,0,100,17.140,1023,No Data,No Data
11/06/2025 05:25:02.022,0,239.988,32.9,34.3473,23.8592,32.5598,32.9,2.19649,14078.8,-1.77034,-0.967375,-1,12521,15168,0,100,17.139,1023,No Data,No Data
11/06/2025 05:25:03.016,0,239.998,32.9381,34.3828,23.8241,32.6185,32.9381,2.1996,14067.5,-1.60731,-0.97198,-1,12520,14976,0,100,17.140,1023,No Data,No Data
11/06/2025 05:25:04.009,0,239.986,32.9435,34.4184,23.8523,32.6575,32.9435,2.20242,14071.1,-1.56461,-0.975137,-1,12519,15104,17,100,17.141,1023,No Data,No Data
11/06/2025 05:25:05.002,0,239.999,32.9488,34.4538,23.8325,32.6575,32.9488,2.20072,14063.6,-2.36802,-0.976192,-1,12521,14976,0,100,17.144,1023,No Data,No Data
11/06/2025 05:25:05.995,0,239.995,32.9872,34.4895,23.8817,32.6869,32.9872,2.2049,14069.4,-1.3366,-0.976446,-1,12520,14976,0,100,17.146,1023,No Data,No Data
11/06/2025 05:25:06.989,0,239.998,33.0249,34.525,23.8854,32.7552,33.0249,2.20712,14066.9,-1.88422,-0.978687,-1,12519,14976,0,100,17.150,1023,No Data,No Data
11/06/2025 05:25:07.982,0,239.99,33.0628,34.5604,23.8065,32.7552,33.0628,2.20417,14064.1,-2.67668,-0.978493,-1,12521,14976,0,100,17.150,1023,No Data,No Data
11/06/2025 05:25:08.975,0,240.013,33.1014,34.5959,23.7499,32.8236,33.1014,2.20766,14066.5,-2.39921,-0.978719,-1,12520,14976,0,100,17.151,1023,No Data,No Data
11/06/2025 05:25:09.969,0,239.97,33.1393,34.6312,23.6353,32.853,33.1393,2.20924,14065.2,-2.55105,-0.979127,-1,12520,14976,0,100,17.151,1023,No Data,No Data
11/06/2025 05:25:10.962,0,239.995,33.1768,34.6661,23.5129,32.8823,33.1768,2.2095,14061.1,-3.30846,-0.979103,-1,12521,15104,0,100,17.154,1023,No Data,No Data
11/06/2025 05:25:11.955,0,240.004,33.2146,34.7018,23.3599,32.9507,33.2146,2.20662,14072.4,-2.94635,-0.977735,-1,12519,15168,0,100,17.154,1023,No Data,No Data
11/06/2025 05:25:12.948,0,239.985,33.2526,34.7368,23.3405,32.9507,33.2526,2.21059,14074.5,-2.15363,-0.9768,-1,12519,14976,0,100,17.155,1023,No Data,No Data
11/06/2025 05:25:13.942,0,239.998,33.2908,34.7631,23.3747,32.9995,33.2908,2.20563,14060.8,-2.23035,-0.977305,-1,12521,15104,0,100,17.157,1023,No Data,No Data
11/06/2025 05:25:14.935,0,239.993,33.3279,34.7148,23.4375,33.0484,33.3279,2.20585,14050.1,-2.33022,-0.978998,-1,12520,15104,0,100,17.157,1023,No Data,No Data
11/06/2025 05:25:15.928,0,240.001,33.3402,34.7497,23.5098,33.0484,33.3402,2.20285,14053.8,-2.13388,-0.976312,-1,12519,14976,0,100,17.159,1023,No Data,No Data
11/06/2025 05:25:16.922,0,239.995,33.3188,34.7848,23.4473,33.107,33.3188,2.20309,14049.5,-1.91369,-0.976182,-1,12520,14976,0,100,17.159,1023,No Data,No Data
11/06/2025 05:25:17.915,0,239.993,33.3563,34.8193,23.4969,33.1461,33.3563,2.20562,14047.4,-2.10034,-0.972746,-1,12521,14976,0,100,17.159,1023,No Data,No Data
11/06/2025 05:25:18.908,0,240.005,33.3944,34.8547,23.5046,33.1754,33.3944,2.19913,14039,-1.05897,-0.96857,-1,12519,15104,0,100,17.158,1023,No Data,No Data
11/06/2025 05:25:19.901,0,239.977,33.4323,34.8893,23.5281,33.2438,33.4323,2.20171,14039.4,-1.89991,-0.962672,-1,12520,14976,10,100,17.159,1023,No Data,No Data
11/06/2025 05:25:20.895,0,239.991,33.4698,34.9247,23.5615,33.2438,33.4698,2.19575,14053.5,-1.58755,-0.95804,-1,12520,14976,0,100,17.160,1023,No Data,No Data
11/06/2025 05:25:21.888,0,240.002,33.5075,34.9592,23.7362,33.3317,33.5075,2.19216,14034.9,-0.556522,-0.950775,-1,12520,14976,0,100,17.159,1023,No Data,No Data
11/06/2025 05:25:22.881,0,239.991,33.5449,34.9935,23.9322,33.3415,33.5449,2.19521,14033.7,-1.17163,-0.943003,-1,12520,14976,0,100,17.162,1023,No Data,No Data
11/06/2025 05:25:23.874,0,239.991,33.5821,35.0286,24.0039,33.3708,33.5821,2.19344,14041.3,-0.473247,-0.927752,-1,12521,15104,0,100,17.164,1023,No Data,No Data
11/06/2025 05:25:24.868,0,239.996,33.5893,34.9794,23.8888,33.4392,33.5893,2.19322,14033.1,0.0113111,-0.90396,-1,12520,15104,0,100,17.168,1023,No Data,No Data
11/06/2025 05:25:25.861,0,239.986,33.356,35.0046,23.7629,33.4392,33.356,2.18733,14043.4,-0.23904,-0.892676,-1,12521,15104,0,100,17.171,1023,No Data,No Data
11/06/2025 05:25:26.854,0,240,33.3938,35.0388,23.6323,33.4685,33.3938,2.18763,14045.6,0.45743,-0.908511,-1,12521,14976,0,100,17.171,1023,No Data,No Data
11/06/2025 05:25:27.848,0,240.007,33.4315,35.0735,23.6159,33.5369,33.4315,2.187,14040.2,0.499288,-0.905201,-1,12520,15168,0,100,17.172,1023,No Data,No Data
11/06/2025 05:25:28.841,0,239.981,33.4688,35.1079,23.6479,33.5369,33.4688,2.18536,14044.9,0.873236,-0.913873,-1,12521,14976,0,100,17.173,1023,No Data,No Data
11/06/2025 05:25:29.834,0,240.009,33.5063,35.1425,23.7599,33.5857,33.5063,2.18541,14057.6,1.39014,-0.919641,-1,12521,14976,0,100,17.176,1023,No Data,No Data
11/06/2025 05:25:30.827,0,239.992,33.5435,35.1768,23.8662,33.6346,33.5435,2.18694,14054.2,1.30707,-0.921638,-1,12521,14976,0,100,17.177,1023,No Data,No Data
11/06/2025 05:25:31.821,0,239.986,33.5813,35.2115,23.9287,33.6444,33.5813,2.18216,14074.9,1.68344,-0.938907,-1,12521,14976,0,100,17.180,1023,No Data,No Data
11/06/2025 05:25:32.814,0,239.991,33.618,35.2462,23.9963,33.7323,33.618,2.1835,14078.1,2.79352,-0.933728,-1,12521,15168,0,100,17.183,1023,No Data,No Data
11/06/2025 05:25:33.807,0,239.988,33.6559,35.2803,23.9902,33.7323,33.6559,2.18375,14067.9,2.19294,-0.937189,-1,12519,14976,0,100,17.183,1023,No Data,No Data
11/06/2025 05:25:34.801,0,239.998,33.693,35.3145,23.8888,33.7714,33.693,2.18467,14075.9,3.31785,-0.929421,-1,12519,14976,0,100,17.183,1023,No Data,No Data
11/06/2025 05:25:35.794,0,239.998,33.7301,35.3485,23.7551,33.83,33.7301,2.17965,14085.1,3.98653,-0.934515,-1,12521,14976,0,100,17.185,1023,No Data,No Data
11/06/2025 05:25:36.787,0,239.99,33.7667,35.383,23.6501,33.83,33.7667,2.17936,14097.8,4.26885,-0.937425,-1,12521,15104,0,100,17.187,1023,No Data,No Data
11/06/2025 05:25:37.780,0,240.001,33.8041,35.4169,23.6622,33.8495,33.8041,2.17817,14108.8,3.84776,-0.940994,-1,12519,14976,0,100,17.190,1023,No Data,No Data
11/06/2025 05:25:38.774,0,239.993,33.8407,35.3761,23.7357,33.9179,33.8407,2.17826,14101.1,5.67497,-0.933038,-1,12521,14976,0,100,17.190,1023,No Data,No Data
11/06/2025 05:25:39.767,0,239.972,33.8778,35.3916,23.8332,33.9277,33.8778,2.17827,14102,5.65437,-0.929922,-1,12519,15104,0,100,17.191,1023,No Data,No Data
11/06/2025 05:25:40.760,0,240.008,33.9154,35.4261,23.9229,33.957,33.9154,2.17536,14121.5,5.6476,-0.929957,-1,12519,15104,0,100,17.193,1023,No Data,No Data
11/06/2025 05:25:41.754,0,239.995,33.9519,35.4599,23.93,34.0254,33.9519,2.17567,14110.9,6.38901,-0.926614,-1,12521,15104,0,100,17.198,1023,No Data,No Data
11/06/2025 05:25:42.747,0,239.966,33.9884,35.4945,23.7894,34.0352,33.9884,2.17349,14109.6,7.12287,-0.937588,-1,12520,15104,0,100,17.200,1023,No Data,No Data
11/06/2025 05:25:43.740,0,240.009,33.9904,35.5279,23.7898,34.1036,33.9904,2.16935,14119.3,7.62097,-0.944418,-1,12519,14976,0,100,17.200,1023,No Data,No Data
11/06/2025 05:25:44.733,0,240.006,33.992,35.5618,23.7792,34.1231,33.992,2.16982,14125.1,8.25778,-0.949159,-1,12521,15168,0,100,17.200,1023,No Data,No Data
11/06/2025 05:25:45.727,0,239.978,34.0292,35.5963,23.7513,34.1817,34.0292,2.17289,14108.4,8.44043,-0.945904,-1,12521,14976,0,100,17.203,1023,No Data,No Data
11/06/2025 05:25:46.720,0,239.996,34.0656,35.6298,23.6352,34.2208,34.0656,2.17553,14121.3,8.99723,-0.935521,-1,12520,14976,0,100,17.204,1023,No Data,No Data
11/06/2025 05:25:47.713,0,240,34.1027,35.6639,23.5857,34.2208,34.1027,2.16878,14119.2,9.37144,-0.947895,-1,12521,14976,0,100,17.206,1023,No Data,No Data
11/06/2025 05:25:48.706,0,239.989,34.1391,35.6979,23.5764,34.2697,34.1391,2.17324,14110.1,9.5458,-0.946605,-1,12521,14976,0,100,17.209,1023,No Data,No Data
11/06/2025 05:25:49.700,0,239.997,34.1759,35.7315,23.6114,34.3185,34.1759,2.17709,14115.2,9.69163,-0.934582,-1,12519,15104,0,100,17.210,1023,No Data,No Data
11/06/2025 05:25:50.693,0,239.99,34.2119,35.7657,23.6381,34.3185,34.2119,2.17749,14098.1,10.4249,-0.906259,-1,12521,14976,0,100,17.212,1023,No Data,No Data
11/06/2025 05:25:51.686,0,239.982,34.2484,35.7989,23.5902,34.3771,34.2484,2.17534,14108.6,9.98805,-0.89436,-1,12521,14976,0,100,17.214,1023,No Data,No Data
11/06/2025 05:25:52.680,0,239.992,34.2853,35.7981,23.6031,34.4162,34.2853,2.18108,14107.4,11.0637,-0.832777,-1,12520,14976,0,100,17.217,1023,No Data,No Data
11/06/2025 05:25:53.673,0,240.005,34.3209,35.7987,23.6496,34.4455,34.3209,2.18487,14103.4,9.91625,-0.748571,-1,12520,15168,0,100,17.222,1023,No Data,No Data
11/06/2025 05:25:54.666,0,239.993,34.3578,35.8322,23.6619,34.5139,34.3578,2.18842,14099.9,10.6519,-0.598948,-1,12521,14976,0,100,17.223,1023,No Data,No Data
11/06/2025 05:25:55.659,0,240.006,34.394,35.8659,23.6683,34.5139,34.394,2.18571,14105.7,10.4391,-0.49271,-1,12520,14976,0,100,17.222,1023,No Data,No Data
11/06/2025 05:25:56.653,0,240.003,34.3574,35.8993,23.696,34.5725,34.3574,2.19087,14108.9,10.647,-0.327719,-1,12521,15168,0,100,17.227,1023,No Data,No Data
11/06/2025 05:25:57.646,0,239.995,34.3752,35.9331,23.7642,34.6116,34.3752,2.19096,14101.8,10.4345,-0.18232,-1,12521,14976,0,100,17.230,1023,No Data,No Data
11/06/2025 05:25:58.639,0,240.015,34.4117,35.9664,23.8256,34.6116,34.4117,2.1935,14090.5,10.182,-0.0531466,-1,12521,14976,0,100,17.229,1023,No Data,No Data
11/06/2025 05:25:59.633,0,239.955,34.4479,35.9997,23.9618,34.6214,34.4479,2.19127,14119,9.53127,0.0381368,-1,12520,15040,0,100,17.230,1023,No Data,No Data
11/06/2025 05:26:00.626,0,240.022,34.4843,36.0334,24.1113,34.6996,34.4843,2.19179,14093.2,9.39559,0.144558,-1,12521,14976,0,100,17.233,1023,No Data,No Data
11/06/2025 05:26:01.619,0,239.978,34.5203,36.0668,24.1563,34.7093,34.5203,2.19813,14091.9,9.00697,0.193912,-1,12521,15168,0,100,17.236,1023,No Data,No Data
