Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),Laser PID Readout,Det PID Readout,win0Fit0,win0Fit1,win0Fit2,win0Fit3,win0Fit4,win0Fit5,win0Fit6,win0Fit7,win0Fit8,win0Fit9,win1Fit0,win1Fit1,win1Fit2,win1Fit3,win1Fit4,win1Fit5,win1Fit6,win1Fit7,win1Fit8,win1Fit9,Det Bkgd,Ramp Ampl,Init Win0 Chi2,Final Win0 Chi2,Init Win1 Chi2,Final Win1 Chi2,Ref Pos,CO2 (ppm)-Wet,CO2 (ppm),H2O (ppm),N2O (ppm)-Wet,N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),Battery T (degC),FET T (degC),TEC Temp (degC),TEC Sink Temp (degC),TEC Power (W),Wall Code
10/06/2025 11:42:34.763,1,139.953,22.9913,25.252,18.4204,21.7147,22.9913,108626,36084,-2.5435,0.0307215,-4.54607e-05,3.12651e-08,0.06697,-2.63958,1.02692,0.0223755,-1.66492,0.913913,-4.97086,0.0443607,-6.74417e-05,3.88061e-08,0.052226,-1.6887,0.829784,0.270842,-2.27827,0.927647,2.57419,4.82674,295.682,0.00140205,220.219,0.00018835,550,491.722,496.933,8779.99,0.377538,0.381649,11905,15104,0,100,18.55,20.45,24.828,17.011,9.675,1023
10/06/2025 11:42:35.756,1,139.946,23.0464,25.2691,18.4195,21.7831,23.0464,108648,36354,-2.55858,0.030867,-4.59613e-05,3.18066e-08,0.0668527,-2.63463,1.02692,0.0223189,-1.6628,0.913913,-5.45477,0.0479367,-7.62703e-05,4.60501e-08,0.0521602,-1.68686,0.829784,0.269343,-2.31676,0.927647,2.57423,4.82417,0.0019397,0.00145449,0.00060978,0.000194763,550,490.71,495.879,8731.13,0.37668,0.380758,11906,15104,14,100,18.55,20.55,24.869,17.004,9.659,1023
10/06/2025 11:42:36.749,1,139.947,23.1019,25.2871,18.4262,21.8124,23.1019,108667,36633,-2.5757,0.031036,-4.65315e-05,3.24253e-08,0.0666906,-2.61117,1.02692,0.0222487,-1.64631,0.913913,-5.75703,0.0501508,-8.16916e-05,5.04659e-08,0.0520288,-1.67478,0.829784,0.268164,-2.33702,0.927647,2.57418,4.82277,0.00168092,0.00148791,0.000324114,0.000200758,550,489.37,494.497,8692.66,0.375594,0.37964,11906,15168,0,100,18.55,20.45,24.910,16.996,9.685,1023
10/06/2025 11:42:37.743,1,139.936,23.0907,25.3393,18.4287,21.8906,23.0907,108671,36901,-2.55372,0.0308215,-4.58552e-05,3.17117e-08,0.0666624,-2.61954,1.02692,0.0222249,-1.65289,0.913913,-6.00951,0.0520531,-8.64739e-05,5.44607e-08,0.0519936,-1.68311,0.829784,0.265871,-2.39065,0.927647,2.57421,4.8218,0.00160886,0.00152733,0.000274345,0.000203666,550,489.193,494.273,8618.36,0.375171,0.379178,11905,15104,20,100,18.55,20.55,24.951,16.988,9.694,1023
10/06/2025 11:42:38.736,1,139.938,23.1388,25.3922,18.4263,21.9101,23.1388,108729,37172,-2.55672,0.0308524,-4.59961e-05,3.1882e-08,0.0665581,-2.55938,1.02692,0.0221651,-1.60289,0.913913,-7.02469,0.059475,-0.000104567,6.91334e-08,0.0520478,-1.64172,0.829784,0.263397,-2.38747,0.927647,2.57419,4.81938,0.00237433,0.0015774,0.000590313,0.000202266,550,488.297,493.318,8537.95,0.374247,0.378205,11907,15168,0,100,18.55,20.55,24.996,16.978,9.721,1023
10/06/2025 11:42:39.729,1,139.949,23.1944,25.4027,18.4222,21.9785,23.1944,108712,37440,-2.56076,0.0308922,-4.61196e-05,3.20044e-08,0.0666827,-2.58398,1.02692,0.0221247,-1.62475,0.913913,-7.77909,0.0650333,-0.000118204,8.02744e-08,0.0521537,-1.66497,0.829784,0.261156,-2.45025,0.927647,2.57411,4.81961,0.00169035,0.00162928,0.000206578,0.000200714,550,489.061,494.048,8465.06,0.373662,0.377579,11906,15104,14,100,18.55,20.65,25.037,16.969,9.729,1023
10/06/2025 11:42:40.723,1,139.963,23.2497,25.4269,18.4205,22.0078,23.2497,108771,37708,-2.57228,0.031015,-4.65313e-05,3.24574e-08,0.0668083,-2.52888,1.02692,0.0220872,-1.58689,0.913913,-8.65421,0.0714811,-0.000134009,9.31688e-08,0.0523203,-1.62894,0.829784,0.25788,-2.4515,0.927647,2.57419,4.82037,0.00200417,0.00167899,0.000223235,0.000194496,550,489.832,494.766,8358.65,0.373124,0.376985,11905,15168,11,100,18.55,20.65,25.078,16.962,9.771,1023
10/06/2025 11:42:41.716,1,139.986,23.3051,25.4788,18.417,22.086,23.3051,108796,37980,-2.58622,0.0311474,-4.69693e-05,3.29178e-08,0.0668609,-2.50228,1.02692,0.0220252,-1.56873,0.913913,-9.34343,0.0765685,-0.000146526,1.03408e-07,0.0523195,-1.6127,0.829784,0.253561,-2.46712,0.927647,2.5744,4.81856,0.00201349,0.00171445,0.00038715,0.000187409,550,490.067,494.92,8218.42,0.372173,0.375958,11906,15104,16,100,18.55,20.65,25.118,16.954,9.718,1023
10/06/2025 11:42:42.709,1,139.96,23.3604,25.5316,18.4147,22.1055,23.3604,108772,38249,-2.6114,0.031394,-4.7785e-05,3.37898e-08,0.0669793,-2.53788,1.02692,0.0219537,-1.60163,0.913913,-10.0109,0.0814897,-0.000158623,1.13297e-07,0.0523513,-1.64261,0.829784,0.250381,-2.52723,0.927647,2.57433,4.81702,0.00205829,0.00173886,0.000353959,0.000185357,550,490.784,495.585,8115.1,0.37106,0.374785,11905,15168,0,100,18.55,20.65,25.163,16.945,9.774,1023
10/06/2025 11:42:43.702,1,139.96,23.3783,25.5845,18.4137,22.1739,23.3783,108844,38514,-2.59407,0.0312252,-4.7254e-05,3.32279e-08,0.0672193,-2.46673,1.02692,0.0219004,-1.54456,0.913913,-10.5754,0.085683,-0.000169001,1.2184e-07,0.0524556,-1.59797,0.829784,0.246565,-2.50326,0.927647,2.57436,4.81618,0.00236507,0.00177462,0.00024886,0.000175326,550,492.494,497.242,7991.35,0.370191,0.373849,11906,15104,13,100,18.55,20.75,25.204,16.937,9.753,1023
10/06/2025 11:42:44.696,1,139.987,23.3959,25.6367,18.4138,22.213,23.3959,108852,38779,-2.61423,0.031419,-4.79228e-05,3.39511e-08,0.0671033,-2.46032,1.02692,0.0217966,-1.53692,0.913913,-10.9582,0.0885081,-0.000175982,1.27561e-07,0.0522733,-1.59369,0.829784,0.24199,-2.514,0.927647,2.57442,4.81231,0.00277376,0.00178505,0.000982362,0.000169605,550,491.597,496.245,7843.02,0.368466,0.372037,11905,15168,0,100,18.55,20.75,25.244,16.929,9.790,1023
