Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code
12/18/2025 10:05:47.756,1,139.932,25.973,28.3146,21.3285,25.1343,25.973,500.013,6865.58,0.380265,11886,15040,0,100,19.901,1023
12/18/2025 10:05:48.749,1,139.946,26.0312,28.1922,21.3272,25.1343,26.0312,499.75,6832.88,0.380094,11888,15104,0,100,19.891,1023
12/18/2025 10:05:49.743,1,139.952,26.0859,28.1697,21.3289,25.2223,26.0859,499.353,6809.11,0.380268,11887,15104,16,100,19.882,1023
12/18/2025 10:05:50.736,1,139.947,26.0571,28.2226,21.3316,25.2418,26.0571,499.27,6792.86,0.380726,11887,15040,0,100,19.875,1023
12/18/2025 10:05:51.729,1,139.948,26.1137,28.2771,21.3311,25.3298,26.1137,498.808,6801.99,0.380446,11889,15040,0,100,19.864,1023
12/18/2025 10:05:52.723,1,139.967,26.1704,28.3293,21.3362,25.3493,26.1704,499.251,6828.18,0.381276,11887,15040,10,100,19.856,1023
12/18/2025 10:05:53.716,1,139.977,26.2263,28.3841,21.3335,25.4275,26.2263,498.141,6809.3,0.381015,11886,15040,0,100,19.849,1023
12/18/2025 10:05:54.709,1,139.961,26.2813,28.4358,21.3371,25.4372,26.2813,499.387,6845.16,0.38141,11888,15040,12,100,19.841,1023
12/18/2025 10:05:55.702,1,139.991,26.3365,28.4912,21.3359,25.5154,26.3365,500.379,6850,0.381438,11887,15040,0,100,19.832,1023
12/18/2025 10:05:56.696,1,139.982,26.3537,28.5422,21.337,25.5545,26.3537,500.537,6820.85,0.3806,11887,15040,0,100,19.824,1023
12/18/2025 10:05:57.689,1,139.981,26.3838,28.5961,21.3379,25.6229,26.3838,502.304,6851.8,0.380158,11888,15040,0,100,19.817,1023
12/18/2025 10:05:58.682,1,139.98,26.4391,28.5821,21.3426,25.6326,26.4391,501.922,6830.93,0.379044,11887,15040,0,100,19.810,1023
12/18/2025 10:05:59.675,1,139.968,26.494,28.6374,21.3416,25.7206,26.494,502.428,6793.76,0.378098,11886,15104,15,100,19.803,1023
12/18/2025 10:06:00.669,1,139.986,26.55,28.6868,21.3443,25.7596,26.55,502.498,6783.6,0.377221,11887,15040,14,100,19.794,1023
12/18/2025 10:06:01.662,1,139.992,26.6056,28.7406,21.3448,25.8183,26.6056,501.726,6750.66,0.375963,11888,15040,0,100,19.794,1023
12/18/2025 10:06:02.655,1,139.962,26.6081,28.7911,21.3449,25.8769,26.6081,502.511,6738.83,0.375582,11888,15040,0,100,19.788,1023
12/18/2025 10:06:03.649,1,139.981,26.629,28.8458,21.3453,25.916,26.629,503.791,6692.54,0.374927,11888,15040,0,100,19.782,1023
12/18/2025 10:06:04.642,1,139.978,26.6848,28.8463,21.3434,25.9453,26.6848,504.213,6648.96,0.374048,11887,15040,10,100,19.775,1023
12/18/2025 10:06:05.635,1,139.985,26.7389,28.8648,21.3467,26.0137,26.7389,504.357,6603.06,0.373249,11889,15040,0,100,19.767,1023
12/18/2025 10:06:06.628,1,139.982,26.7938,28.9164,21.347,26.0528,26.7938,503.224,6557.86,0.372225,11888,15040,0,100,19.761,1023
12/18/2025 10:06:07.622,1,139.97,26.8472,28.9681,21.3487,26.1114,26.8472,503.312,6512.56,0.371778,11888,15040,0,100,19.756,1023
12/18/2025 10:06:08.615,1,139.975,26.8939,29.0201,21.3497,26.17,26.8939,503.059,6429.05,0.372028,11888,15040,0,100,19.748,1023
12/18/2025 10:06:09.608,1,139.985,26.8705,29.0715,21.3524,26.2091,26.8705,502.763,6369.54,0.37239,11888,15040,0,100,19.740,1023
12/18/2025 10:06:10.602,1,139.986,26.9261,29.1234,21.3556,26.2189,26.9261,502.174,6277.73,0.373177,11888,15040,0,100,19.732,1023
12/18/2025 10:06:11.595,1,139.974,26.9781,29.1068,21.3564,26.3068,26.9781,502.168,6177.55,0.374504,11889,15040,0,100,19.724,1023
12/18/2025 10:06:12.588,1,139.972,27.0304,29.1415,21.3595,26.3361,27.0304,502.165,6105.12,0.375634,11888,15040,0,100,19.715,1023
12/18/2025 10:06:13.581,1,139.976,27.0859,29.1929,21.3582,26.4045,27.0859,502.365,5973.18,0.377875,11888,15040,0,100,19.706,1023
