Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code
12/03/2025 09:36:11.756,1,139.936,25.9455,28.2024,21.3119,25.0366,25.9455,531.119,5363.39,0.385946,11895,14976,0,100,19.799,1023
12/03/2025 09:36:12.749,1,139.95,25.9347,28.2564,21.3165,25.0757,25.9347,532.333,5319.61,0.384598,11896,15040,0,100,19.791,1023
12/03/2025 09:36:13.743,1,139.941,25.9732,28.2849,21.3173,25.1343,25.9732,532.956,5311.82,0.383167,11896,14976,0,100,19.782,1023
12/03/2025 09:36:14.736,1,139.963,26.0293,28.1108,21.3265,25.1343,26.0293,533.281,5302.84,0.381435,11895,15104,0,100,19.774,1023
12/03/2025 09:36:15.729,1,139.953,26.0856,28.1645,21.3366,25.2027,26.0856,533.462,5321.66,0.379955,11896,14976,0,100,19.767,1023
12/03/2025 09:36:16.723,1,139.965,26.0651,28.2174,21.3451,25.2516,26.0651,533.47,5347.04,0.378702,11895,14976,0,100,19.760,1023
12/03/2025 09:36:17.716,1,139.941,26.1133,28.2708,21.3582,25.3298,26.1133,533.65,5386.35,0.377792,11895,14976,0,100,19.752,1023
12/03/2025 09:36:18.709,1,139.973,26.1691,28.3236,21.3684,25.3395,26.1691,532.496,5413.78,0.377261,11896,14976,0,100,19.744,1023
12/03/2025 09:36:19.702,1,139.971,26.2247,28.3773,21.3757,25.4275,26.2247,532.248,5445.9,0.37716,11895,15040,0,100,19.735,1023
12/03/2025 09:36:20.696,1,139.976,26.2812,28.4299,21.3763,25.4665,26.2812,531.251,5460.51,0.376957,11896,15104,0,100,19.727,1023
12/03/2025 09:36:21.689,1,139.983,26.3363,28.4829,21.3808,25.5252,26.3363,531.75,5520.85,0.377587,11896,15104,0,100,19.718,1023
12/03/2025 09:36:22.682,1,139.979,26.3596,28.536,21.3781,25.5447,26.3596,531.429,5536.73,0.37827,11895,15040,11,100,19.710,1023
12/03/2025 09:36:23.675,1,139.972,26.3825,28.5681,21.3789,25.6229,26.3825,530.615,5564.39,0.378839,11895,14976,0,100,19.701,1023
12/03/2025 09:36:24.669,1,139.969,26.4379,28.5748,21.3776,25.6815,26.4379,529.696,5588.06,0.379801,11896,14976,15,100,19.691,1023
12/03/2025 09:36:25.662,1,139.969,26.493,28.6275,21.3736,25.7206,26.493,528.473,5595.08,0.3808,11896,15040,0,100,19.680,1023
12/03/2025 09:36:26.655,1,139.99,26.5483,28.6793,21.3722,25.7499,26.5483,526.949,5591.91,0.382055,11895,15040,0,100,19.680,1023
12/03/2025 09:36:27.649,1,139.955,26.6032,28.7314,21.3705,25.8183,26.6032,526.691,5615.68,0.382568,11896,14976,0,100,19.672,1023
12/03/2025 09:36:28.642,1,140.018,26.6228,28.7833,21.3688,25.8476,26.6228,527.332,5571.8,0.383084,11896,15168,0,100,19.664,1023
12/03/2025 09:36:29.635,1,139.969,26.6262,28.836,21.3668,25.916,26.6262,528.865,5567.86,0.383101,11895,15040,0,100,19.656,1023
12/03/2025 09:36:30.628,1,139.997,26.6804,28.813,21.3632,25.9551,26.6804,530.766,5571.59,0.382792,11895,14976,0,100,19.648,1023
12/03/2025 09:36:31.622,1,139.979,26.7349,28.8555,21.3616,26.0137,26.7349,531.266,5518.05,0.381816,11896,15040,0,100,19.640,1023
12/03/2025 09:36:32.615,1,139.999,26.7896,28.908,21.3657,26.0625,26.7896,532.108,5480.66,0.380762,11896,14976,0,100,19.634,1023
12/03/2025 09:36:33.608,1,139.974,26.8441,28.9592,21.3734,26.1114,26.8441,531.757,5407.59,0.378942,11895,14976,0,100,19.625,1023
