Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code
10/31/2025 09:36:57.763,1,139.925,21.0896,23.3096,16.6851,19.5652,21.0896,518.478,5953.03,0.376595,12050,15040,0,100,15.158,1023
10/31/2025 09:36:58.756,1,139.937,21.1458,23.3614,16.7276,19.6141,21.1458,518.842,5941.99,0.375436,12050,15104,0,100,15.150,1023
10/31/2025 09:36:59.749,1,139.937,21.2002,23.3758,16.7666,19.6629,21.2002,519.193,5954.2,0.374148,12050,15168,11,100,15.142,1023
10/31/2025 09:37:00.743,1,139.935,21.2567,23.4025,16.8062,19.7118,21.2567,520.506,5979.22,0.373589,12051,15104,0,100,15.133,1023
10/31/2025 09:37:01.736,1,139.963,21.3123,23.4545,16.8398,19.7606,21.3123,520.354,5993.36,0.372845,12050,15040,0,100,15.126,1023
10/31/2025 09:37:02.729,1,139.96,21.3264,23.5073,16.8913,19.8192,21.3264,520.335,6010.08,0.371639,12050,15104,0,100,15.116,1023
10/31/2025 09:37:03.723,1,139.969,21.3546,23.5277,16.9209,19.8583,21.3546,519.885,6019.75,0.370512,12050,15168,12,100,15.104,1023
10/31/2025 09:37:04.716,1,139.956,21.4093,23.5584,16.9545,19.917,21.4093,519.48,6051.71,0.369409,12049,15104,0,100,15.085,1023
10/31/2025 09:37:05.709,1,139.969,21.4654,23.6109,16.9918,19.956,21.4654,518.569,6046.62,0.367908,12050,15104,0,100,15.069,1023
10/31/2025 09:37:06.702,1,139.951,21.4764,23.6647,17.0199,20.0147,21.4764,519.046,6057.38,0.367138,12051,15168,0,100,15.046,1023
10/31/2025 09:37:07.696,1,139.971,21.5277,23.7172,16.9518,20.0537,21.5277,518.247,6068.4,0.366323,12050,14976,0,100,15.019,1023
10/31/2025 09:37:08.689,1,139.973,21.5806,23.7686,16.9083,20.1124,21.5806,517.082,6034.05,0.365752,12050,14976,0,100,14.996,1023
10/31/2025 09:37:09.682,1,139.968,21.6011,23.7596,16.9427,20.1514,21.6011,516.825,6003.5,0.36575,12050,14976,0,100,14.972,1023
10/31/2025 09:37:10.675,1,139.97,21.6219,23.6678,16.9776,20.2394,21.6219,516.733,5936.03,0.365656,12049,14976,12,100,14.950,1023
10/31/2025 09:37:11.669,1,139.962,21.6755,23.7196,17.0458,20.2687,21.6755,516.807,5863.01,0.365617,12050,14976,0,100,14.921,1023
10/31/2025 09:37:12.662,1,139.979,21.7315,23.7725,17.0756,20.3468,21.7315,516.382,5783.7,0.365701,12050,14976,0,100,14.887,1023
10/31/2025 09:37:13.655,1,139.995,21.7427,23.8234,17.1221,20.3566,21.7427,516.345,5662.1,0.365696,12049,14976,0,100,14.887,1023
10/31/2025 09:37:14.649,1,139.986,21.7691,23.875,17.2169,20.4445,21.7691,516.749,5531.72,0.366094,12049,15040,0,100,14.857,1023
10/31/2025 09:37:15.642,1,139.985,21.8236,23.9262,17.2229,20.4641,21.8236,516.479,5422.8,0.366642,12050,14912,0,100,14.828,1023
10/31/2025 09:37:16.635,1,139.967,21.8769,23.9292,17.2577,20.5423,21.8769,516.966,5251.66,0.367728,12050,14976,10,100,14.803,1023
10/31/2025 09:37:17.628,1,139.997,21.9309,23.9592,17.3281,20.5813,21.9309,516.391,5102.83,0.368222,12049,14912,12,100,14.784,1023
10/31/2025 09:37:18.622,1,139.994,21.9849,24.0099,17.3811,20.64,21.9849,516.27,4946.67,0.369382,12050,15104,0,100,14.775,1023
10/31/2025 09:37:19.615,1,139.984,22.0243,24.0616,17.358,20.64,22.0243,516.263,4800.91,0.370538,12050,15040,0,100,14.776,1023
10/31/2025 09:37:20.608,1,139.993,22.0228,24.1128,17.3553,20.6986,22.0228,516.422,4669.29,0.371097,12050,15040,12,100,14.779,1023
10/31/2025 09:37:21.602,1,139.981,22.0756,24.1641,17.3442,20.7377,22.0756,516.328,4563.01,0.371827,12050,15040,0,100,14.796,1023
10/31/2025 09:37:22.595,1,139.967,22.129,24.2133,17.3673,20.8256,22.129,516.387,4472.61,0.373026,12050,15040,0,100,14.805,1023
10/31/2025 09:37:23.588,1,139.977,22.1713,24.2076,17.3864,20.8354,22.1713,515.574,4381.02,0.373911,12050,15104,0,100,14.820,1023
10/31/2025 09:37:24.581,1,139.974,22.1853,24.2583,17.4573,20.9233,22.1853,515.061,4346.47,0.374697,12050,15104,0,100,14.843,1023
10/31/2025 09:37:25.575,1,139.995,22.2384,24.3076,17.5264,20.9331,22.2384,514.015,4327.81,0.375753,12050,15168,0,100,14.860,1023
10/31/2025 09:37:26.568,1,139.984,22.2919,24.3504,17.5725,21.021,22.2919,513.745,4334.55,0.376492,12050,15040,0,100,14.881,1023
10/31/2025 09:37:27.561,1,139.969,22.3012,24.3385,17.635,21.0308,22.3012,514.215,4350.33,0.377744,12050,15040,0,100,14.901,1023
10/31/2025 09:37:28.555,1,139.99,22.3262,24.3895,17.6283,21.1089,22.3262,514.653,4415.96,0.37889,12050,15040,0,100,14.915,1023
10/31/2025 09:37:29.548,1,140.01,22.3794,24.439,17.6114,21.148,22.3794,513.599,4455.37,0.379275,12050,15040,0,100,14.923,1023
10/31/2025 09:37:30.541,1,139.992,22.4326,24.4883,17.6619,21.2262,22.4326,513.386,4550.76,0.379915,12050,15104,0,100,14.924,1023
10/31/2025 09:37:31.534,1,139.991,22.4852,24.5384,17.6905,21.2555,22.4852,512.831,4648.89,0.380195,12050,15040,11,100,14.920,1023
10/31/2025 09:37:32.528,1,139.988,22.5373,24.5876,17.6957,21.3239,22.5373,512.507,4752.52,0.380848,12050,15040,0,100,14.920,1023
10/31/2025 09:37:33.521,1,139.99,22.5836,24.623,17.7561,21.363,22.5836,511.827,4855.51,0.380833,12050,15104,0,100,14.914,1023
10/31/2025 09:37:34.514,1,139.986,22.5709,24.6167,17.7909,21.4216,22.5709,511.723,4960.91,0.381235,12050,15104,0,100,14.907,1023
10/31/2025 09:37:35.507,1,139.992,22.6225,24.6668,17.7816,21.4802,22.6225,511.744,5052.88,0.381469,12050,15104,13,100,14.901,1023
10/31/2025 09:37:36.501,1,139.984,22.6758,24.7156,17.8143,21.5193,22.6758,511.918,5140.6,0.381594,12050,15104,0,100,14.894,1023
10/31/2025 09:37:37.494,1,139.986,22.7212,24.758,17.8716,21.6072,22.7212,512.312,5228.79,0.381609,12050,15040,14,100,14.888,1023
10/31/2025 09:37:38.487,1,139.993,22.7071,24.7443,17.8789,21.617,22.7071,512.444,5299.58,0.381203,12050,15104,0,100,14.881,1023
10/31/2025 09:37:39.481,1,139.964,22.7587,24.7924,17.8224,21.6952,22.7587,513.662,5371.55,0.381182,12050,15040,13,100,14.875,1023
10/31/2025 09:37:40.474,1,139.986,22.8115,24.8416,17.8164,21.7147,22.8115,513.709,5412.99,0.380596,12050,15104,13,100,14.868,1023
10/31/2025 09:37:41.467,1,139.985,22.8618,24.892,17.8499,21.7245,22.8618,513.858,5416.39,0.380241,12050,15040,12,100,14.863,1023
10/31/2025 09:37:42.460,1,139.991,22.9142,24.9397,17.8994,21.8124,22.9142,513.936,5426.4,0.379138,12050,15040,0,100,14.857,1023
10/31/2025 09:37:43.454,1,139.967,22.9659,24.9893,17.9385,21.8417,22.9659,514.822,5421.06,0.37878,12050,15168,0,100,14.850,1023
10/31/2025 09:37:44.447,1,139.987,23.0013,25.0369,17.97,21.9101,23.0013,514.777,5379.26,0.378212,12050,15040,0,100,14.845,1023
10/31/2025 09:37:45.440,1,139.988,23.018,25.0416,18.0503,21.9492,23.018,515.161,5361.76,0.377801,12049,15040,0,100,14.839,1023
10/31/2025 09:37:46.434,1,139.986,23.0692,25.0897,18.076,22.0078,23.0692,514.78,5315.08,0.376842,12049,15040,0,100,14.834,1023
10/31/2025 09:37:47.427,1,139.986,23.1191,25.1397,18.0922,22.0469,23.1191,514.868,5272.29,0.376282,12050,15040,0,100,14.827,1023
10/31/2025 09:37:48.420,1,139.982,23.119,25.1864,18.0795,22.1055,23.119,514.639,5219.9,0.374894,12050,15104,16,100,14.822,1023
10/31/2025 09:37:49.413,1,139.966,23.1493,25.2359,18.0878,22.1641,23.1493,515.328,5140.14,0.374228,12050,15104,0,100,14.817,1023
10/31/2025 09:37:50.407,1,140,23.1988,25.2842,18.1004,22.213,23.1988,514.694,5071.21,0.372891,12050,15104,0,100,14.812,1023
10/31/2025 09:37:51.400,1,139.987,23.2502,25.2962,18.1485,22.3009,23.2502,514.718,5001.22,0.372555,12051,15104,12,100,14.812,1023
10/31/2025 09:37:52.393,1,139.98,23.3003,25.3085,18.1596,22.3205,23.3003,514.554,4919.13,0.371739,12051,15040,0,100,14.806,1023
10/31/2025 09:37:53.387,1,139.982,23.351,25.3564,18.0988,22.3986,23.351,514.169,4841.58,0.370906,12049,15040,0,100,14.800,1023
10/31/2025 09:37:54.380,1,139.985,23.4022,25.405,18.0792,22.4377,23.4022,514.352,4782.71,0.370155,12050,15040,0,100,14.795,1023
10/31/2025 09:37:55.373,1,139.986,23.3918,25.4445,18.1064,22.4963,23.3918,515.015,4718.81,0.369453,12051,15104,0,100,14.788,1023
10/31/2025 09:37:56.366,1,139.982,23.4281,25.4276,18.0661,22.5354,23.4281,515.937,4665.62,0.368795,12049,15104,0,100,14.783,1023
10/31/2025 09:37:57.360,1,139.991,23.4786,25.4755,18.1033,22.594,23.4786,516.598,4606.08,0.368009,12050,15040,0,100,14.777,1023
10/31/2025 09:37:58.353,1,139.994,23.5296,25.5231,18.1933,22.6429,23.5296,516.873,4559.76,0.367226,12052,15104,0,100,14.772,1023
10/31/2025 09:37:59.346,1,139.984,23.527,25.5702,18.2503,22.6917,23.527,517.684,4526.29,0.366539,12049,15040,18,100,14.766,1023
10/31/2025 09:38:00.339,1,139.975,23.5553,25.6191,18.2873,22.7308,23.5553,518.052,4490.02,0.366311,12051,15040,14,100,14.762,1023
10/31/2025 09:38:01.333,1,140.002,23.6041,25.6655,18.3406,22.7895,23.6041,517.667,4408.35,0.366512,12051,15104,0,100,14.757,1023
10/31/2025 09:38:02.326,1,139.995,23.6542,25.7118,18.4157,22.8188,23.6542,517.21,4360.36,0.366813,12050,15040,0,100,14.753,1023
10/31/2025 09:38:03.319,1,140.008,23.7045,25.538,18.3653,22.8872,23.7045,516.249,4318.14,0.366716,12051,15040,0,100,14.747,1023
10/31/2025 09:38:04.313,1,139.994,23.7544,25.5844,18.3427,22.8872,23.7544,516.354,4243.36,0.367339,12050,15040,0,100,14.742,1023
10/31/2025 09:38:05.306,1,139.993,23.8029,25.6318,18.3141,22.9653,23.8029,516.386,4196.98,0.368326,12050,15040,0,100,14.737,1023
10/31/2025 09:38:06.299,1,139.971,23.8212,25.6775,18.2831,22.9849,23.8212,517.585,4147.34,0.369245,12050,15104,0,100,14.729,1023
10/31/2025 09:38:07.292,1,140,23.85,25.7248,18.27,23.063,23.85,517.093,4107.13,0.369906,12051,15040,0,100,14.723,1023
10/31/2025 09:38:08.286,1,139.986,23.8997,25.7719,18.269,23.0923,23.8997,516.944,4078.34,0.370499,12050,15040,0,100,14.718,1023
10/31/2025 09:38:09.279,1,139.984,23.9492,25.8172,18.2874,23.1705,23.9492,517.142,4056.16,0.37169,12050,15040,17,100,14.714,1023
10/31/2025 09:38:10.272,1,139.989,23.9449,25.8653,18.317,23.2096,23.9449,517.299,4045.47,0.372629,12050,15168,0,100,14.714,1023
10/31/2025 09:38:11.266,1,140.01,23.9704,25.9105,18.3757,23.278,23.9704,516.8,4055.35,0.373651,12050,15040,0,100,14.709,1023
10/31/2025 09:38:12.259,1,140.003,24.0196,25.9566,18.3981,23.3366,24.0196,516.348,4049.42,0.374769,4696,15040,2945,100,14.702,1023
10/31/2025 09:38:13.252,1,140,24.0687,25.979,18.4574,23.3757,24.0687,516.232,4072.65,0.376121,12050,15104,0,100,14.698,1023
10/31/2025 09:38:14.245,1,139.993,24.1183,25.9901,18.4941,23.4538,24.1183,516.491,4075.94,0.377647,12050,15040,0,100,14.693,1023
10/31/2025 09:38:15.239,1,140.011,24.1672,26.0356,18.519,23.4734,24.1672,515.842,4117.24,0.378854,12050,15168,0,100,14.687,1023
10/31/2025 09:38:16.232,1,139.984,24.2173,26.081,18.5122,23.5515,24.2173,516.795,4160.05,0.380631,12050,15168,0,100,14.681,1023
10/31/2025 09:38:17.225,1,139.987,24.2194,26.1193,18.547,23.5711,24.2194,516.837,4176.79,0.381638,12050,15168,12,100,14.674,1023
10/31/2025 09:38:18.218,1,139.981,24.2368,26.0992,18.5958,23.6395,24.2368,517.412,4204.17,0.382492,12050,15040,0,100,14.669,1023
10/31/2025 09:38:19.212,1,139.983,24.2853,26.1454,18.6195,23.6688,24.2853,517.427,4233.92,0.383615,12050,15168,0,100,14.664,1023
10/31/2025 09:38:20.205,1,140.001,24.3332,26.1907,18.6526,23.7079,24.3332,517.461,4256.67,0.384085,12050,15040,0,100,14.661,1023
10/31/2025 09:38:21.198,1,139.997,24.3668,26.2358,18.7463,23.7665,24.3668,517.401,4283.96,0.384507,12050,15040,0,100,14.658,1023
10/31/2025 09:38:22.192,1,139.972,24.3538,26.2824,18.7643,23.8349,24.3538,518.113,4320.07,0.385239,12050,14976,0,100,14.653,1023
10/31/2025 09:38:23.185,1,140.003,24.4019,26.3276,18.7258,23.874,24.4019,517.76,4338.55,0.38534,12050,15040,0,100,14.649,1023
10/31/2025 09:38:24.178,1,139.992,24.451,26.373,18.7232,23.9521,24.451,517.682,4393.89,0.385331,12050,15040,0,100,14.645,1023
10/31/2025 09:38:25.171,1,139.983,24.4989,26.381,18.707,23.9619,24.4989,518.102,4423.38,0.38525,12050,15040,0,100,14.640,1023
10/31/2025 09:38:26.165,1,139.984,24.5466,26.3883,18.6952,24.0107,24.5466,518.338,4487.58,0.384612,12050,14976,0,100,14.635,1023
