Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code
11/07/2025 10:01:17.763,1,139.944,21.1446,23.3597,18.2479,19.5848,21.1446,591.149,5885.06,0.373087,11927,15040,0,100,15.204,1023
11/07/2025 10:01:18.756,1,139.945,21.2013,23.3916,18.2232,19.6629,21.2013,585.278,5936.88,0.371988,11927,15104,0,100,15.185,1023
11/07/2025 10:01:19.749,1,139.99,21.2587,23.3995,18.2181,19.702,21.2587,579.218,5984.3,0.371034,11926,15104,0,100,15.168,1023
11/07/2025 10:01:20.743,1,139.962,21.3135,23.4526,18.1687,19.7606,21.3135,573.675,6010.18,0.369448,11928,15104,0,100,15.145,1023
11/07/2025 10:01:21.736,1,139.958,21.3261,23.5057,18.2162,19.7802,21.3261,570.46,6076.67,0.368417,11927,15104,12,100,15.121,1023
11/07/2025 10:01:22.729,1,139.979,21.3563,23.5249,18.3456,19.8583,21.3563,567.28,6107.07,0.367438,11926,15168,0,100,15.098,1023
11/07/2025 10:01:23.723,1,139.984,21.4083,23.5557,18.4111,19.917,21.4083,562.977,6111.86,0.366677,11927,15104,0,100,15.075,1023
11/07/2025 10:01:24.716,1,139.95,21.4659,23.6089,18.4714,19.956,21.4659,560.325,6136.78,0.366411,11926,15104,0,100,15.049,1023
11/07/2025 10:01:25.709,1,139.971,21.4811,23.6613,18.5619,19.9951,21.4811,558.787,6128.92,0.367104,11927,15104,0,100,15.027,1023
11/07/2025 10:01:26.702,1,139.982,21.5261,23.7124,18.5968,20.0537,21.5261,556.238,6087.11,0.36767,11928,15104,0,100,15.010,1023
11/07/2025 10:01:27.696,1,139.988,21.5821,23.7652,18.5763,20.1026,21.5821,553.288,6033.55,0.367748,11927,15104,0,100,14.987,1023
11/07/2025 10:01:28.689,1,139.966,21.6148,23.7363,18.5803,20.1612,21.6148,551.337,5955.89,0.368079,11927,15104,0,100,14.963,1023
11/07/2025 10:01:29.682,1,139.982,21.6207,23.667,18.6144,20.2491,21.6207,549.658,5865.42,0.368886,11927,15104,0,100,14.937,1023
11/07/2025 10:01:30.675,1,139.957,21.6756,23.7173,18.6702,20.2491,21.6756,547.308,5719.59,0.369448,11927,15104,0,100,14.916,1023
11/07/2025 10:01:31.669,1,139.964,21.7302,23.7697,18.7825,20.3468,21.7302,544.896,5570,0.370797,11927,15168,0,100,14.901,1023
11/07/2025 10:01:32.662,1,139.969,21.7492,23.8227,18.8678,20.3468,21.7492,543.064,5398.8,0.371431,11926,15104,0,100,14.886,1023
11/07/2025 10:01:33.655,1,139.996,21.7679,23.8726,18.9468,20.4445,21.7679,541.182,5212.52,0.372395,11927,15040,0,100,14.886,1023
11/07/2025 10:01:34.649,1,139.991,21.8233,23.9247,19.036,20.4641,21.8233,540.599,5018.71,0.373303,11927,15104,0,100,14.876,1023
11/07/2025 10:01:35.642,1,139.959,21.8771,23.9198,19.1535,20.5325,21.8771,542.999,4844.49,0.374169,11927,15104,0,100,14.875,1023
11/07/2025 10:01:36.635,1,139.994,21.9314,23.9578,19.2425,20.5716,21.9314,553.689,4639.23,0.37441,11928,15104,0,100,14.879,1023
11/07/2025 10:01:37.628,1,139.972,21.9849,24.0086,19.2371,20.64,21.9849,592.082,4516.16,0.374758,11927,15040,0,100,14.893,1023
11/07/2025 10:01:38.622,1,139.971,22.032,24.0596,19.2291,20.64,22.032,645.962,4421.91,0.374925,11926,15104,9,100,14.901,1023
11/07/2025 10:01:39.615,1,139.986,22.0234,24.1102,19.2719,20.679,22.0234,707.261,4348.13,0.375002,11927,15104,0,100,14.914,1023
