Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code
01/09/2026 09:33:01.657,1,139.965,25.5563,27.8249,22.028,24.6458,25.5563,492.981,6407.33,0.374304,11994,15040,0,100,19.366,1023
01/09/2026 09:33:02.650,1,139.942,25.6133,27.8349,21.9718,24.6751,25.6133,491.929,6337.69,0.375986,11994,15040,0,100,19.356,1023
01/09/2026 09:33:03.643,1,139.939,25.6686,27.8889,21.9238,24.7435,25.6686,492.493,6275.31,0.378089,11994,15104,0,100,19.348,1023
01/09/2026 09:33:04.637,1,139.977,25.6829,27.9423,21.9591,24.7631,25.6829,492.438,6217.54,0.379102,11994,15040,0,100,19.340,1023
01/09/2026 09:33:05.630,1,139.951,25.6974,27.9938,22.0081,24.8412,25.6974,493.157,6149.4,0.380621,11994,15040,13,100,19.334,1023
01/09/2026 09:33:06.623,1,139.957,25.7544,28.049,21.9459,24.8705,25.7544,493.814,6062.3,0.38166,11994,15104,0,100,19.328,1023
01/09/2026 09:33:07.616,1,139.986,25.8098,28.0928,21.9741,24.9389,25.8098,494.61,5978.06,0.382764,11994,15104,0,100,19.322,1023
01/09/2026 09:33:08.610,1,139.967,25.8647,28.0744,22.0197,24.9585,25.8647,493.449,5882.91,0.382599,11994,15104,0,100,19.315,1023
01/09/2026 09:33:09.603,1,139.945,25.9209,28.1273,22.1134,25.0366,25.9209,493.357,5845.35,0.382893,11994,15040,16,100,19.308,1023
01/09/2026 09:33:10.596,1,139.98,25.9676,28.1798,22.1465,25.0757,25.9676,494.657,5832.68,0.383223,11994,15040,16,100,19.302,1023
01/09/2026 09:33:11.590,1,139.987,25.9477,28.2319,22.1901,25.1343,25.9477,494.665,5782.58,0.382586,11994,15040,18,100,19.297,1023
01/09/2026 09:33:12.583,1,140.006,26.0045,28.2851,22.2471,25.1343,26.0045,494.592,5777.42,0.381224,11994,15040,19,100,19.291,1023
01/09/2026 09:33:13.576,1,139.961,26.0585,28.3378,22.3009,25.2223,26.0585,495.366,5818.38,0.37988,11994,15104,0,100,19.286,1023
01/09/2026 09:33:14.569,1,139.974,26.1053,28.2631,22.3281,25.2516,26.1053,494.742,5823.91,0.378626,11994,15104,0,100,19.286,1023
01/09/2026 09:33:15.563,1,139.965,26.0847,28.1893,22.3723,25.3298,26.0847,495.145,5859.25,0.377124,11994,15040,0,100,19.282,1023
01/09/2026 09:33:16.556,1,139.987,26.1399,28.2416,22.3886,25.3591,26.1399,494.727,5905.43,0.375872,11994,15040,19,100,19.277,1023
01/09/2026 09:33:17.549,1,139.977,26.194,28.2941,22.4356,25.4275,26.194,494.139,5955.5,0.374944,11994,15040,0,100,19.275,1023
01/09/2026 09:33:18.543,1,139.983,26.2493,28.3457,22.5063,25.4665,26.2493,493.859,6000.22,0.374751,11994,15040,0,100,19.271,1023
01/09/2026 09:33:19.536,1,139.973,26.3042,28.3977,22.55,25.5252,26.3042,492.853,6018.17,0.374463,11994,15104,10,100,19.269,1023
01/09/2026 09:33:20.529,1,139.985,26.3595,28.4498,22.548,25.5545,26.3595,492.612,6039.89,0.374924,11994,15168,18,100,19.263,1023
01/09/2026 09:33:21.522,1,139.985,26.3735,28.5011,22.5629,25.6229,26.3735,492.741,6083.91,0.375091,11994,15168,0,100,19.257,1023
01/09/2026 09:33:22.516,1,139.97,26.4028,28.5533,22.5484,25.6717,26.4028,492.987,6102.72,0.376052,11994,15040,0,100,19.251,1023
01/09/2026 09:33:23.509,1,139.972,26.4571,28.6045,22.5816,25.7206,26.4571,492.634,6131.81,0.3767,11994,15040,0,100,19.243,1023
01/09/2026 09:33:24.502,1,139.977,26.5112,28.6232,22.6637,25.7401,26.5112,492.944,6145.07,0.377538,11994,15040,0,100,19.238,1023
01/09/2026 09:33:25.495,1,139.993,26.5658,28.6429,22.5607,25.8183,26.5658,492.107,6118.7,0.378447,11994,15104,7,100,19.234,1023
01/09/2026 09:33:26.489,1,139.981,26.6203,28.6932,22.5056,25.8574,26.6203,491.341,6110.13,0.379158,11993,15040,0,100,19.229,1023
01/09/2026 09:33:27.482,1,139.963,26.6304,28.7444,22.574,25.916,26.6304,491.705,6112.96,0.379899,11994,15040,13,100,19.223,1023
01/09/2026 09:33:28.475,1,139.997,26.6417,28.7951,22.6902,25.9648,26.6417,492.263,6103.66,0.380269,11994,15040,13,100,19.215,1023
01/09/2026 09:33:29.469,1,139.97,26.6956,28.8464,22.7056,26.0137,26.6956,492.715,6105.57,0.380469,11994,15168,0,100,19.211,1023
01/09/2026 09:33:30.462,1,139.977,26.7491,28.8964,22.777,26.0528,26.7491,493.646,6101.34,0.379622,11994,15040,0,100,19.206,1023
01/09/2026 09:33:31.455,1,139.985,26.8022,28.8643,22.8545,26.1114,26.8022,495.027,6101.1,0.379065,11994,15040,0,100,19.199,1023
01/09/2026 09:33:32.448,1,139.998,26.8562,28.9145,22.937,26.1407,26.8562,494.858,6082.09,0.377991,11994,15040,0,100,19.193,1023
01/09/2026 09:33:33.442,1,139.976,26.9095,28.9655,22.8783,26.2091,26.9095,495.356,6059.29,0.376695,11994,15040,0,100,19.193,1023
01/09/2026 09:33:34.435,1,139.987,26.8852,29.0162,22.7818,26.2482,26.8852,495.917,6010.44,0.375177,11994,15168,0,100,19.186,1023
01/09/2026 09:33:35.428,1,139.984,26.931,29.0663,22.7627,26.3068,26.931,496.068,5956.61,0.373558,11994,15168,14,100,19.179,1023
01/09/2026 09:33:36.422,1,139.982,26.9832,29.1168,22.8059,26.3459,26.9832,496.716,5894.94,0.372637,11995,15104,0,100,19.173,1023
01/09/2026 09:33:37.415,1,139.988,27.036,29.1593,22.8877,26.4045,27.036,498.183,5837.79,0.372014,11994,15104,14,100,19.167,1023
01/09/2026 09:33:38.408,1,139.979,27.026,29.1339,22.8632,26.4533,27.026,500.273,5758.5,0.371571,11994,15104,0,100,19.159,1023
01/09/2026 09:33:39.401,1,139.995,27.0535,29.183,22.7592,26.5022,27.0535,501.349,5682.79,0.371164,11995,15040,14,100,19.151,1023
01/09/2026 09:33:40.395,1,139.983,27.1056,29.2339,22.7076,26.5608,27.1056,503.107,5605.61,0.371258,11994,15040,0,100,19.143,1023
01/09/2026 09:33:41.388,1,139.986,27.1586,29.2828,22.6161,26.5999,27.1586,504.723,5510.42,0.37143,11995,15104,16,100,19.137,1023
01/09/2026 09:33:42.381,1,139.991,27.211,29.3329,22.6489,26.6781,27.211,505.543,5409.65,0.371453,11995,15104,0,100,19.131,1023
01/09/2026 09:33:43.375,1,139.973,27.2644,29.382,22.6991,26.6976,27.2644,507.001,5344.36,0.372242,11994,15104,13,100,19.125,1023
01/09/2026 09:33:44.368,1,139.983,27.3162,29.4322,22.7766,26.7855,27.3162,508.346,5286.93,0.373311,11995,15104,0,100,19.118,1023
01/09/2026 09:33:45.361,1,139.987,27.3033,29.398,22.8918,26.7953,27.3033,511.524,5224.04,0.374411,11995,15104,14,100,19.112,1023
01/09/2026 09:33:46.354,1,139.979,27.3544,29.4453,22.8518,26.8832,27.3544,519.048,5170.86,0.37541,11994,15104,0,100,19.106,1023
01/09/2026 09:33:47.348,1,139.995,27.407,29.4943,22.7966,26.893,27.407,528.115,5152.96,0.376565,11994,15104,0,100,19.099,1023
01/09/2026 09:33:48.341,1,139.991,27.459,29.5442,22.8062,26.9907,27.459,535.244,5127.92,0.377272,11995,15104,11,100,19.093,1023
01/09/2026 09:33:49.334,1,139.971,27.5113,29.5942,22.8248,26.9907,27.5113,539.454,5123.22,0.378599,11995,15104,0,100,19.087,1023
01/09/2026 09:33:50.327,1,139.996,27.5626,29.643,22.8033,27.0787,27.5626,541.231,5128.83,0.378801,11994,15104,0,100,19.082,1023
01/09/2026 09:33:51.321,1,139.991,27.57,29.6908,22.7295,27.0982,27.57,540.557,5104.78,0.378442,11995,15104,0,100,19.076,1023
01/09/2026 09:33:52.314,1,139.978,27.5769,29.6729,22.6381,27.1764,27.5769,540.231,5087.46,0.378518,11995,15040,0,100,19.076,1023
01/09/2026 09:33:53.307,1,139.977,27.6284,29.7218,22.6315,27.1861,27.6284,539.889,5119.76,0.377947,11995,15104,17,100,19.071,1023
01/09/2026 09:33:54.301,1,140.001,27.6798,29.7713,22.7216,27.2643,27.6798,535.931,5091.11,0.37744,11994,15104,0,100,19.067,1023
01/09/2026 09:33:55.294,1,139.989,27.731,29.8192,22.8219,27.3327,27.731,530.976,5117.88,0.376576,11993,15104,0,100,19.062,1023
01/09/2026 09:33:56.287,1,139.988,27.7828,29.8668,22.9412,27.3815,27.7828,527.561,5147.25,0.376067,11995,15168,0,100,19.058,1023
01/09/2026 09:33:57.280,1,139.996,27.8342,29.916,22.9901,27.3815,27.8342,525.161,5171.65,0.375059,11995,15104,9,100,19.052,1023
01/09/2026 09:33:58.274,1,139.982,27.8396,29.9552,22.8572,27.4597,27.8396,524.487,5193.18,0.374296,11993,15168,0,100,19.047,1023
01/09/2026 09:33:59.267,1,139.999,27.846,29.9272,22.8347,27.4792,27.846,524.184,5241.62,0.37356,11994,15104,14,100,19.042,1023
01/09/2026 09:34:00.260,1,139.995,27.8978,29.9745,22.8793,27.5574,27.8978,522.009,5276.24,0.37257,11994,15104,0,100,19.037,1023
01/09/2026 09:34:01.254,1,139.985,27.9485,30.023,22.8798,27.5867,27.9485,519.967,5303.59,0.371525,11994,15104,0,100,19.032,1023
01/09/2026 09:34:02.247,1,139.981,27.9987,30.0709,22.8991,27.6746,27.9987,517.493,5326.88,0.370679,11994,15104,0,100,19.027,1023
01/09/2026 09:34:03.240,1,139.994,28.0497,30.1184,22.9321,27.6942,28.0497,515.786,5349.26,0.369519,11994,15104,0,100,19.022,1023
01/09/2026 09:34:04.233,1,139.976,28.1009,30.1662,22.88,27.7723,28.1009,514.802,5385.47,0.36965,11994,15104,0,100,19.017,1023
01/09/2026 09:34:05.227,1,139.987,28.0959,30.2142,22.7238,27.7821,28.0959,514.211,5402.24,0.369899,11994,15104,0,100,19.012,1023
01/09/2026 09:34:06.220,1,139.986,28.1106,30.193,22.6937,27.8701,28.1106,513.701,5419.27,0.370349,11994,15104,0,100,19.007,1023
01/09/2026 09:34:07.213,1,139.985,28.1606,30.2237,22.6665,27.8798,28.1606,513.478,5442.38,0.370832,11994,15104,0,100,19.003,1023
01/09/2026 09:34:08.207,1,139.992,28.2104,30.2703,22.6396,27.9678,28.2104,513.109,5454,0.371246,11994,15104,0,100,18.997,1023
01/09/2026 09:34:09.200,1,139.997,28.2607,30.3178,22.6537,27.9873,28.2607,512.285,5439.46,0.371901,11994,15104,0,100,18.992,1023
01/09/2026 09:34:10.193,1,139.974,28.3118,30.3655,22.6933,28.0655,28.3118,512.674,5450.43,0.372929,11994,15104,0,100,18.986,1023
01/09/2026 09:34:11.186,1,139.999,28.3607,30.4127,22.6956,28.1045,28.3607,511.851,5413.41,0.373688,11994,15104,17,100,18.986,1023
01/09/2026 09:34:12.180,1,139.979,28.3844,30.4605,22.833,28.1632,28.3844,511.601,5403.12,0.374163,11994,15104,0,100,18.980,1023
01/09/2026 09:34:13.173,1,139.982,28.3943,30.4807,22.9365,28.1925,28.3943,511.535,5363.34,0.374765,11994,15104,0,100,18.975,1023
01/09/2026 09:34:14.166,1,139.994,28.444,30.4671,22.8696,28.2609,28.444,511.764,5343.72,0.375135,11994,15040,0,100,18.971,1023
01/09/2026 09:34:15.159,1,139.992,28.4935,30.5147,22.7524,28.3586,28.4935,512.529,5331.26,0.375936,12007,15104,0,100,18.966,1023
01/09/2026 09:34:16.153,1,139.982,28.5441,30.5617,22.7925,28.3586,28.5441,513.186,5295.61,0.37644,11994,15104,0,100,18.961,1023
01/09/2026 09:34:17.146,1,139.999,28.5942,30.6089,22.8798,28.4367,28.5942,512.698,5252.72,0.376343,11995,15168,0,100,18.955,1023
01/09/2026 09:34:18.139,1,139.978,28.6427,30.655,22.8621,28.4563,28.6427,511.746,5201.31,0.375719,11994,15104,0,100,18.950,1023
01/09/2026 09:34:19.133,1,139.991,28.6275,30.7015,22.8774,28.4758,28.6275,511.213,5183.58,0.3752,11993,15168,0,100,18.945,1023
01/09/2026 09:34:20.126,1,140.004,28.6501,30.7483,22.8763,28.554,28.6501,509.713,5159.09,0.37371,11994,15168,0,100,18.941,1023
01/09/2026 09:34:21.119,1,139.974,28.6992,30.7951,22.8963,28.5931,28.6992,509.283,5147.1,0.373415,11994,15040,0,100,18.936,1023
01/09/2026 09:34:22.112,1,139.99,28.7481,30.8415,22.9727,28.6517,28.7481,508.162,5127.37,0.372264,11994,15104,0,100,18.931,1023
